Game,Min RTP %,Max RTP %
Tropical Pop Jackpot Play,96.48,96.48
Wild Pixies,96.48,96.48
Christmas Carol Megaways,96.47,96.58
JMania Golden Eggs,96.47,96.47
Jade Butterfly,96.47,96.47
Jewel Rush,96.47,96.47
Madame Luck,96.47,96.47
Mayan Cache,96.47,96.47
Royal Griffin,96.47,96.47
Space Miners,96.47,96.47
Wild Booster,96.47,96.47
Fire Blaze: Tundra Wolf,96.46,96.46
Fruits & Jokers: 100 lines,96.46,96.46
Gates of Valhalla,96.46,96.60
Leprechaun Song,96.46,96.46
Master Joker,96.46,96.46
Volcano Rising,96.46,96.46
Barn Festival,96.45,96.45
Drill That Gold,96.45,96.49
Heroes' Gathering,96.45,96.45
Quest West,96.45,96.45
Thunder of Olympus,96.45,96.45
Tree of Riches,96.45,96.45
Egyptian Sun,96.44,96.44
Devilicious,96.43,96.52
Grand Express Fiesta,96.43,96.43
Hex,96.43,96.43
Plunderland,96.43,97.14
ZapOtec Gold,96.43,96.43
#Alice in the Wild,96.42,96.42
Amazing Money Machine,96.42,96.42
Better Wilds,96.42,96.42
Extra Juicy Megaways,96.42,96.48
Congo Cash XL,96.41,94.48
Kingdom of Atlantis Jackpot Play,96.41,96.41
Stampede Rush Wicked,96.41,96.41
Stampede Rush Speedy Santa,96.41,96.41
Three Samurai,96.41,96.48
Wild West Gold Megaways,96.41,96.45
Blazing Tiger,96.40,96.40
Cluster Tumble,96.40,96.40
Gems of Serengeti,96.40,96.40
Sugar Party,96.40,96.40
Sword of Ares,96.40,96.40
Dr. Frankenstein,96.39,96.39
More Dragon Ladies,96.39,96.39
Mucho Loco Habanero,96.39,96.39
Snoop's High Rollers,96.39,96.39
8 Dragons,96.37,96.37
Go High Gallina,96.37,96.37
Go High Panda,96.37,96.37
Native Spirit,96.37,96.37
Sugar Rush Fever,96.37,96.37
Crazy Bomber,96.36,96.36
Crystal Golem,96.36,96.36
Queen of Gods,96.36,96.38
Vegas Gold,96.36,96.36
Wild Chapo,96.36,97.00
Lucky Lucifer,96.35,96.35
Magic Crystals,96.35,96.35
Arabian Secret,96.34,96.34
Diamond Explosion Patriots,96.33,96.33
Shining Hot 5 Jackpot Play,96.33,96.33
Shining Hot 5,96.33,96.33
Gummy Giga Match,96.32,96.32
Blazing Wins: 5 lines,96.31,96.31
Devil Hot as Hell,96.31,96.31
Go High Olympus,96.31,96.31
Go High Fruit,96.31,96.31
J Mania Turkey Chef,96.31,96.31
JMania Diamonds,96.31,96.31
Sevens and Fruits,96.31,96.31
Fishing Mania,96.30,96.30
Immortal Ways Spooktacular,96.30,96.30
Mad Hit BearHaus,96.30,96.30
Dead Man's Trail,96.29,98.00
Immortal Ways 88 Charms,96.29,96.29
Immortal Ways Buffalo SE,96.29,96.29
Immortal Ways Diamonds,96.29,96.29
Immortal Ways Buffalo,96.29,96.29
Immortal Ways Pinata,96.29,96.29
Platinum Lightning Deluxe,96.29,96.29
Ten Ton Ways Goldfish,96.29,96.29
Immortal Ways Champions,96.28,96.28
Immortal Ways Lady Moon,96.28,96.28
Immortal Ways Sweet Coin,96.28,96.28
Mad Hit Oasis,96.27,96.27
Mad Hit Hidden Cities,96.27,96.27
Merlin's Fortune,96.27,96.27
The Dragon Tiger,96.27,96.27
Templar Tumble,96.26,96.26
Wild Thirst,96.26,96.26
Forge of Olympus,96.25,96.25
Gangsterz,96.25,96.25
Paddy's Payouts,96.25,96.33
Pop Zen,96.25,96.25
Destino Das Almas,96.24,96.24
Luck and Magic,96.23,95.99
Medallion,96.23,96.23
Shadow Summoner Egypt,96.23,96.23
Fortune Llama Hyper Heist,96.22,96.22
777 Sizzling Wins: 5 Lines,96.21,96.21
Burning Fortunator,96.21,96.21
Burning Wins: Classic 5 Lines,96.21,96.21
The Big Hit,96.21,96.21
Tipsy Charms,96.21,96.21
3 China Pots,96.20,96.20
Hellfire Joker,96.20,96.20
Iron Bank,96.20,96.20
Neon Dreams,96.20,96.20
Super Miner - Golden Treasure,96.20,96.20
The Belt of Champion Play the Feature,96.20,96.20
Trout's Treasure - Wild Rivers,96.20,96.20
Trout's Treasure - Carribean Catch,96.20,96.20
FireWins Factory,96.19,96.19
Fruit Smash,96.19,96.19
Mega Heist,96.19,96.50
Midnight Marauder,96.19,96.19
Coin Quest 2,96.18,96.18
Treasure-snipes,96.18,96.18
Panda's Fortune,96.17,96.17
StarSpell,96.17,96.17
Wild Gladiator,96.17,96.17
Beanstalk grows Wild,96.16,96.16
Blender Blitz,96.16,96.16
Bounty Showdown,96.16,96.16
Lucky Dama Muerta,96.16,96.16
Sands of Eternity,96.16,96.16
Vulcan's Gold,96.16,96.16
12 Bolts of Thunder,96.15,96.15
Europe Transit,96.15,96.15
Mega Mine,96.15,97.00
Dragon Age Hold & Win,96.14,96.14
Budai Reels,96.13,96.13
Esqueleto Explosivo 2- Reborn,96.13,96.13
Hot Mania,96.13,96.13
Miss Cherry Fruits,96.13,96.13
Pink Elephant 2,96.13,96.13
Shark Frenzy,96.13,96.13
Banana Town,96.12,96.12
Cycle of Luck,96.12,96.12
Green Hat Magic,96.12,96.12
Arriba Heat!,96.11,96.11
Book of Power,96.11,96.11
Chilli Bandits,96.11,96.11
Juicy Gems,96.11,96.11
TNT Tumble,96.11,96.11
Bone Raiders,96.10,96.50
Burning Classics,96.10,96.10
Catch The Wind,96.10,96.10
Forty Fruity Million,96.10,96.10
Gem Rush,96.10,96.80
Gold Magnate,96.10,96.10
Hot Triple Sevens,96.10,96.10
Howling For Gold,96.10,96.10
Joker Split,96.10,96.10
Money Train 3,96.10,96.50
Ragnarok,96.10,96.12
Quackin' Reels,96.10,96.10
Sands Of Eternity 2,96.10,96.17
The Tumbles,96.10,96.10
Torii Tumble,96.10,96.50
Train to Rio Grande,96.10,96.10
Wild Chapo 2,96.10,96.50
Wildfire,96.10,96.10
Wins Of Nautilus Megaways,96.10,96.10
Honey Hunters,96.09,96.61
Money Jar,96.09,96.09
The Greatest Catch,96.09,96.09
Wild Hike,96.09,96.54
Club Tropicana,96.08,96.08
Cowboy Coins,96.08,96.08
Dreadworks,96.08,96.08
Emperor's Rise,96.08,96.08
Johnny Coin,96.08,96.08
Pirate Multi Coins,96.08,96.08
Roman Rule,96.08,96.08
Solar Nova Megaways,96.08,96.08
Super Fruit Smash,96.08,96.08
Thunder Wheel,96.08,96.08
Xmas Spark,96.08,96.08
Big Bass - Hold & Spinner,96.07,96.09
Big Bass Day at the Races,96.07,96.07
Gift Rush,96.07,96.07
X-Demon,96.07,96.07
Big Bass Halloween,96.06,96.06
Buffalo King,96.06,96.06
Northern Temple,96.06,96.06
Wolf Saga,96.06,96.06
Gods of Rock!,96.05,96.05
Hot Triple Sevens Special,96.05,96.05
Jhana of God,96.05,96.05
Lucy Luck and the Temple of Mysteries,96.05,96.38
Super Hot Chilli,96.05,96.52
African Elephant,96.04,96.04
Candy Jar Clusters,96.04,96.08
Double Up Respin,96.04,96.04
Lobster Bob’s Sea Food and Win It,96.04,96.04
Mega Juicer 6,96.04,96.04
Rocket Stars,96.04,96.04
Slingo Fire and Ice,96.04,96.04
Fruit Fantasy Hold & Win,96.03,96.03
Jade Blade Xtra Split,96.03,96.03
Law of Gilgamesh,96.03,96.03
Mega Fruit 100,96.03,96.03
Mega Greatest Catch,96.03,96.03
Tyrant's Fall,96.03,96.03
Vikings Creed,96.03,96.03
Wild Bison Charge,96.03,96.04
Bull's Club,96.02,96.02
Triple Chili,96.02,96.02
5 Wild Buffalo,96.01,96.01
Hot Volcano,96.01,96.01
Inner Fire,96.01,96.01
Lucky Porker,96.01,96.01
Super Sticky Piggy,96.01,96.01
Wolf Gold,96.01,96.01
21 Thor Lightning Ways,96.00,96.00
24 Star Dream,96.00,96.00
3 Dancing Monkeys,96.00,96.00
777 Coins,96.00,96.00
Alien Fruits,96.00,96.00
Aztec Magic Bonanza,96.00,96.00
B-Ball Blitz,96.00,96.00
Beellionaires,96.00,96.00
Belfry Bliss,96.00,96.00
Bonanza Billion,96.00,96.00
Candy Dreams Sweet Planet,96.00,96.08
Carnival Bonanza,96.00,96.00
Chicago,96.00,96.00
Coin Forge,96.00,96.00
Cursed Castle,96.00,96.00
Dragon Pearls,96.00,96.00
Fortuna Gold,96.00,96.00
Fortune Llama,96.00,96.00
Fruit Heaven Hold and Win,96.00,96.00
Gold Fever,96.00,96.00
Gold Gold Gold,96.00,96.00
Gold Gold Gold 5000,96.00,96.00
Gold of Minos,96.00,96.00
Hot Rod Racers,96.00,96.00
Howling Wolves Megaways,96.00,96.00
Joker Queen,96.00,96.00
Lucky Farm Bonanza,96.00,96.00
Lucky New Year,96.00,96.00
Massive Luck,96.00,96.00
Mega Diamonds Hunt,96.00,96.00
Money Cart 3,96.00,96.00
Money Mouse,96.00,96.00
Money Cart 4,96.00,96.00
Ocean Catch,96.00,96.00
Rich Raptors,96.00,96.30
Scarab Boost,96.00,96.00
Sizzling Sevens,96.00,96.00
Spirit Hunters,96.00,96.00
Venice Festival,96.00,96.00
Wild Bullets,96.00,96.00
Wolf Power Megaways,96.00,96.00
Wins of Mermaid Multi Power,96.00,96.00
Wisdom of Athenea 1000,96.00,96.00
Young Wolf Song,96.00,96.00
7 Piggies,95.99,95.99
Coin Forge Magnetic,95.99,95.99
Pyro Joker,95.99,95.99
Unlimited Wishes,95.99,95.99
Candy Luck,95.98,95.98
Juicy Triple Bonus,95.98,95.98
Penny Pelican,95.98,95.98
Poseidon,95.98,95.98
Fury of Odin Megaways,95.97,96.02
Buffalo Blitz Live Slots,95.96,95.96
Electric Elements,95.96,95.96
Giza Nights: Hold & Win,95.96,95.96
Mega Fire Blaze: Wild Pistolero,95.96,95.96
Thunder Mega Sevens,95.96,95.96
Diamonds Hunt,95.95,95.95
Dragon Balls,95.95,96.10
Jelly Valley,95.95,95.95
Pearl Ocean: Hold and Win,95.95,95.95
Wonder Farm,95.95,95.95
Ultra Hot Sevens,95.94,95.94
Buffalo Hold And Win,95.91,95.91
Lucky Oasis,95.90,95.90
5 Super Sevens & Fruits,95.89,95.89
Pink Joker: Hold and Win,95.87,95.87
Piggy Gold,95.86,95.86
Tiger Jungle,95.86,95.86
3 Coins,95.84,95.84
Legend of Cleopatra Megaways,95.84,95.84
3 Coins: Egypt,95.82,95.82
3 Pots of Egypt,95.82,95.82
Temple of Thunder 2,95.82,95.82
Power of Thor Megaways,95.81,95.81
Spin & Score Megaways,95.81,96.97
Ultra Coin Magnetic,95.81,95.81
Bang Bang Reloaded,95.80,95.80
Eggs of Gold,95.80,95.80
Money Jar 2,95.80,95.80
Miss Rainbow - Hold & Win,95.80,95.80
Spin And Spell,95.80,95.80
Dog Heist Shift N Win,95.78,95.78
Lotus Charm: Hold & Win,95.78,95.78
Magic Apple,95.78,95.78
Sword King,95.78,95.78
Supercharged Clovers Hold and Win,95.78,95.78
Tiger Stone,95.78,95.78
Queen of the Sun: Hold & Win,95.77,95.77
3 Carts of Gold: Hold and Win,95.76,95.76
3 Magic Lamps: Hold and Win,95.76,95.76
3 Pirate Barrels: Hold and Win,95.76,95.76
3 Pots Riches Extra: Hold and Win,95.76,95.76
3 Pots Riches: Hold and Win,95.76,95.76
888 Dragons,95.76,95.76
Book of Sun - Choice,95.76,97.74
Empire Gold: Hold and Win,95.76,95.76
Coin UP: Hot Fire,95.75,95.75
3 Clover Pots,95.74,95.74
Energy Joker: Hold and Win,95.74,95.74
Energy Coins: Hold and Win,95.74,95.74
Luxor Gold: Hold & Win,95.74,95.76
Lucky Emeralds™,95.74,95.74
Merry Giftmas: Hold and Win,95.74,95.74
Power Crown: Hold and Win,95.74,95.74
Slingo Deadliest Catch,95.74,95.74
Sunny Fruits 2: Hold and Win,95.74,95.74
Raging Zeus,95.72,95.72
Sky Pearls,95.72,95.72
15 Dragon Pearls,95.71,95.71
Grab the Gold!,95.71,95.71
Joker's Coins Hold & Win,95.71,95.71
Boogie Boom,95.70,95.80
Fire Temple: Hold and Win,95.70,95.70
Grab more Gold!,95.70,95.70
Space Sam Walk and Win,95.70,95.70
Wild West Buffalo Blast,95.70,95.70
Wukong,95.70,95.70
African Spirit Sticky Wilds,95.69,95.69
Little Farm,95.69,95.69
Rio Gems,95.69,95.69
Wolf Night,95.69,95.69
Arriba Heat Megaways,95.68,95.68
Storm of Olympus Hit the Bonus 3x3,95.68,95.68
Coin Up: Lightning,95.67,95.67
Forest Spirit,95.67,95.67
3 Coin Volcanoes Hit the Bonus 4x3,95.66,95.66
Clover Charm: Hit the Bonus,95.66,95.66
Coin Volcano,95.66,95.66
Coin Strike: Hold & Win,95.66,95.66
Diamonds Power: Hold and Win,95.66,95.66
Hit the Gold!,95.66,95.66
Jingle Coins: Hold and Win,95.66,95.66
Pirate Chest: Hold & Win,95.66,95.66
Thunder Coins: Hold and Win,95.66,95.66
Wolf Land: Hold and Win,95.66,95.66
Xtra Hot,95.66,95.66
Book of Wizard: Crystal Chance,95.65,95.65
Green Chilli,95.65,95.65
Pearl Diver 2: Treasure Chest,95.65,95.65
5 Lions Gold,95.64,95.64
Crown and Diamonds: Hold and Win,95.64,95.64
Fire Coins: Hold and Win,95.64,95.64
Gold Express,95.64,96.00
Lucky Penny,95.64,95.64
Royal Coins 2: Hold and Win,95.64,95.64
Royal Coins: Hold & Win,95.64,95.64
Royal Fortunator: Hold and Win,95.64,95.64
Sun of Egypt 2,95.64,95.64
Book of Wizard,95.63,95.63
Hot To Burn Extreme,95.63,96.65
Golden Teapot,95.62,95.62
Royal Joker: Hold and Win,95.62,95.62
Boom! Boom! Gold!,95.61,95.61
Dragon Wealth,95.61,95.61
Sun of Egypt 3,95.61,95.61
Arizona Heist: Hold and Win,95.60,95.60
Chief Hawk's Spirit Walk,95.60,95.60
Classic Coins,95.60,95.60
Crystal Scarabs,95.60,95.60
Diamond Fortunator: Hold and Win,95.60,95.60
Green Chilli 2,95.60,95.60
Jam Bonanza,95.60,95.60
Legendary Diamonds,95.60,95.60
Lamp of Wonder,95.60,95.60
Payday Pig,95.60,95.60
Pearl Diver,95.60,95.60
Power of Rome,95.60,95.60
Smoking Pistols,95.60,95.60
Space Cows To The Moo'n,95.60,95.60
3 Hot Chillies,95.59,95.59
Cosmic Cash,95.58,96.55
Gold Nuggets,95.58,95.58
Magic Ball Multichance,95.58,95.58
More Magic Apple,95.57,95.57
Tiger Gems,95.57,95.57
Fashion TV Mega Party,95.56,95.56
Fate of The Gods,95.56,95.56
Mustang Gold Megaways,95.56,95.56
Lion Gems: Hold & Win,95.55,95.55
Ruby Hit: Hold and Win,95.55,95.55
Aztec Fire 2,95.54,95.54
Big Heist,95.54,95.54
Black Wolf,95.54,95.54
Black Wolf 2,95.54,95.54
Octobeer Fortunes,95.54,96.53
Caishen Wealth,95.53,95.53
Candy Blitz Bombs,95.53,96.54
Magic Apple 2,95.53,95.53
The Wild Machine,95.53,95.53
Candy Boom,95.52,95.52
Diamond Wins: Hold and Win,95.52,95.52
Sunlight Princess: Hold & Win,95.52,95.52
5 Lions,95.51,95.51
Fortune of Giza,95.51,96.51
Slingo Berserk,95.51,95.51
Super Joker,95.51,95.51
The Dog House,95.51,96.51
Triple Jokers,95.51,96.47
Wild Depths,95.51,96.48
Aztec Fire,95.50,95.50
Bomb Bonanza,95.50,96.46
Bounty Gold,95.50,96.50
Buffalo Hold and Win Extreme,95.50,95.50
Caishen's Cash,95.50,96.50
Diamond Hits,95.50,95.50
Crystal Land 2,95.50,95.50
Drago - Jewels of Fortune,95.50,96.50
Egypt Fire,95.50,95.50
Fortune Tycoons,95.50,95.50
Gold Hit: Dragon Bonanza,95.50,95.50
Hoop Kings,95.50,95.50
Jester's Riches,95.50,95.50
John Hunter and the Tomb of the Scarab Queen,95.50,96.50
Lucy Luck and the Crimson Diamond,95.50,95.50
Maya Sun,95.50,95.50
Mysteries of Egypt,95.50,95.50
Olaf Viking,95.50,95.50
Piggy Bank Run - Shriek Streak,95.50,95.50
Ronaldinho Spins,95.50,95.50
Secrets Of Anubis,95.50,95.50
Sticky Piggy,95.50,95.50
Super Rich God,95.50,95.50
The Magic Cauldron,95.50,96.44
The Great Chicken Escape,95.50,95.50
Ultimate Hold 'N' Win,95.50,95.50
Lightning Clovers - Hit the Bonus,95.49,95.49
Lord Fortune 2,95.49,95.49
Mighty Gorilla,95.49,95.49
Empty the Bank,95.48,96.48
Flaming Chillies,95.48,95.48
Great Rhino,95.48,95.48
Mice & Magic Wonder Spin,95.48,96.93
Release the Bison,95.48,95.48
Sweet Spotz,95.48,95.48
Amazonia Spirit Hold and Win,95.47,95.47
Fire 88,95.47,95.47
Sun of Egypt 4 Hold & Win,95.47,95.47
Santa's Wonderland,95.46,96.23
Sweet Bonanza,95.45,96.51
7 Clovers of Fortune,95.44,96.47
Buffalo Power 2: Hold and Win,95.44,95.44
Spirit of Egypt: Hold and Win,95.43,95.43
Mechanical Clover,95.42,95.42
Mega Fire Blaze: Big Circus!,95.42,96.37
Secret Book of Amun-Ra,95.40,95.40
The Chillies,95.40,95.40
The Wild Wings of Phoenix,95.40,95.40
Always Hot,95.36,95.36
Aztec Sun,95.33,95.33
Scarab Riches,95.30,95.30
Stampede Bonanza,95.30,95.30
Flame Dancer,95.29,95.29
Western Wilds Hold & Win,95.27,95.27
River Queen,95.26,95.26
God Of Wealth: Hold And Win,95.24,95.24
Hit the Bank: Hold & Win,95.21,95.21
Billy Bob Boom,95.20,95.20
Golden Scrolls,95.20,95.20
Great Panda,95.20,95.20
Let It Spin,95.20,95.20
Blood Moon Hold & Win,95.17,95.17
Ultra Hot Deluxe,95.17,95.17
Wild Spells,95.17,96.40
Eagle Strike Lucky Cache Hold and Win,95.16,95.16
Dolphin's Pearl Deluxe,95.13,95.13
Lucky Lady's Charm Deluxe,95.13,95.13
Cash Pig,95.11,95.11
Book of Ra Deluxe Play Feature,95.10,95.10
Fortune & Finery,95.10,95.10
Mammoth Peak: Hold and Win,95.10,95.10
Tiger's Gold,95.10,95.10
Gears of Horus,95.09,96.06
Gorilla,95.09,95.09
Year Of The Dragon King,95.08,95.08
Eagle Power: Hold and Win,95.06,95.06
Buffalo Power Hold & Win,95.04,95.04
Buffalo Power Christmas,95.04,95.04
Mammoth Gold Megaways,95.04,96.03
Santa's Great Gifts,95.04,95.04
Wolf Power: Hold and Win,95.04,95.04
Hot Pepper,95.02,95.02
Pepper Mania,95.02,95.02
777 Fruity Classic,95.01,95.01
Avalon: The Lost Kingdom,95.00,95.00
Aztec Treasure,95.00,95.00
Buddha Fortune,95.00,95.67
Deep Descent,95.00,95.00
Flip n' Spin,95.00,95.00
Gryphon's Gold,95.00,95.00
Hot Fire Fruits,95.00,95.00
Moleionaire,95.00,95.00
Moon Sisters,95.00,95.00
Mystic Bear XtraHold,95.00,95.00
Olympian Gods,95.00,95.00
Scarab Temple,95.00,95.00
Slingo XXXtreme,95.00,95.00
Sun of Egypt,95.00,95.00
Super Marble,95.00,95.00
Catch the Gold Hold and Win,94.98,94.98
Monster Disco XtraHold,94.97,94.97
Dragon Hero,94.94,94.94
Aloha King Elvis!,94.92,94.92
Buffalo Riches,94.85,94.85
Temple Tumble 2,94.80,94.80
Volatile Vikings 2,94.80,94.80
Slingo Day of the Dab,94.73,94.73
Disco Zu,94.72,94.72
Great Rhino Megaways,94.69,94.69
Dragon Hot Hold & Spin,94.65,96.70
Hot to Burn Hold and Spin,94.65,94.65
Lucky Otter,94.65,94.65
Big Bass Hold & Spinner Megaways,94.62,96.70
Floating Dragon,94.62,96.71
Little Gem Hold and Spin,94.62,96.70
Lucky Grace And Charm,94.62,96.71
Arctic Fruits,94.60,94.60
Big Bass Christmas Bash,94.60,96.71
Big Bass Halloween 2,94.60,94.60
Dragon Gold 88,94.60,94.60
Emerald King Rainbow Road,94.60,96.71
Rainbow Gold,94.57,96.63
Tic Tac Take,94.57,96.63
Queenie,94.56,96.51
Sumo Supreme Megaways,94.56,96.55
Trawler Fishin',94.56,94.56
Angel vs Sinner,94.55,96.56
Chicken Chase,94.55,96.48
Oodles of Noodles,94.55,96.58
Spirit of Adventure,94.55,96.60
Tiki Hut Megaways Jackpot Play,94.55,94.55
Wild Celebrity Bus Megaways,94.55,96.52
5 Lions Megaways,94.54,96.50
Fangtastic Freespins,94.54,96.51
Gem Elevator,94.54,96.53
Great Rhino Deluxe,94.54,96.54
Greedy Wolf,94.54,96.48
6 Jokers,94.53,96.55
Chicken Drop,94.53,96.50
Dwarf & Dragon,94.53,96.59
Hot to Burn - 7 Deadly Free Spins,94.53,96.54
Hot to Burn Jackpot Play,94.53,94.53
Magic Money Maze,94.53,96.61
Release the Kraken Megaways,94.53,96.40
Wicked Kitty,94.53,94.53
Wild Walker,94.53,94.53
Wolf Gold Ultimate,94.53,96.57
Wild West Gold,94.53,96.51
Dynamite Digging Doug,94.52,96.52
Fortune Hit'n Roll,94.52,96.57
Lucky Lightning,94.52,96.48
Treasure Wild,94.52,94.52
Front Runner Odds On,94.51,94.51
Himalayan Wild,94.51,96.51
Hot to Burn Multiplier,94.51,96.51
Phoenix Forge,94.51,96.51
Sweet Bonanza 1000,94.51,94.51
