Game,Min RTP %,Max RTP %
Big Bass Hold & Spinner Megaways,94.62,96.70
Floating Dragon,94.62,96.71
Lucky Grace And Charm,94.62,96.71
Big Bass Halloween 2,94.60,94.60
Dragon Gold 88,94.60,94.60
Sumo Supreme Megaways,94.56,96.55
Trawler Fishin',94.56,94.56
Angel vs Sinner,94.55,96.56
Oodles of Noodles,94.55,96.58
Spirit of Adventure,94.55,96.60
The Dog House Megaways Jackpot Play,94.55,94.55
Tiki Hut Megaways Jackpot Play,94.55,94.55
Wild Celebrity Bus Megaways,94.55,96.52
5 Lions Megaways,94.54,96.50
Gem Elevator,94.54,96.53
Great Rhino Deluxe,94.54,96.54
Greedy Wolf,94.54,96.48
6 Jokers,94.53,96.55
Chicken Drop,94.53,96.50
Hot to Burn Jackpot Play,94.53,94.53
Magic Money Maze,94.53,96.61
Release the Kraken Megaways,94.53,96.40
Wicked Kitty,94.53,94.53
Wolf Gold Ultimate,94.53,96.57
Dynamite Diggin Doug,94.52,96.52
Fortune Hit'n Roll,94.52,96.57
Treasure Wild,94.52,94.52
Himalayan Wild,94.51,96.51
Sweet Bonanza 1000,94.51,94.51
Win-O-Mart,94.51,96.20
Barnyard Megahays Megaways,94.50,96.50
Big Bass Bonanza Jackpot Play,94.50,96.71
Big Bass Bonanza – Reel Action,94.50,96.50
Big Bass Vegas Double Down Deluxe,94.50,96.50
Book Of Tut Respin,94.50,96.50
Candy Corner,94.50,96.50
Congo Cash,94.50,96.51
Curse of the Werewolf Megaways,94.50,96.50
Down the Rails,94.50,96.51
Egg Rush Jackpot Play,94.50,94.50
Gates of Olympus 1000,94.50,96.50
Gorilla Mayhem,94.50,96.50
Heart of Cleopatra,94.50,94.50
John Hunter and the Book of Tut Jackpot Play,94.50,94.50
Mochimon,94.50,94.50
Panda Fortune 2,94.50,94.50
Release the Kraken 2,94.50,96.50
Rock Vegas,94.50,96.64
Starlight Christmas,94.50,94.50
Sugar Rush,94.50,96.50
Towering Fortunes,94.50,96.50
Diamonds of Egypt,94.49,96.49
Beware The Deep Megaways,94.48,94.48
Mystery Mice,94.48,96.49
Pirate Gold Deluxe,94.48,96.48
Chests of Cai Shen,94.47,96.47
Rise of Giza PowerNudge,94.47,96.49
Forging Wilds,94.46,96.52
Fruit Party 2,94.46,96.53
Super X,94.46,96.51
Diamonds,94.45,94.45
Hot Joker Fruits Hold and Win,94.39,96.12
Crystal Caverns Megaways,94.38,94.38
Coin Quest,94.36,96.12
Giga Match Sugar Skull,94.36,96.32
Mad Hit Wild Alice,94.36,96.27
Fire Hot 20 Jackpot Play,94.33,94.33
Striking Hot 5 Jackpot Play,94.32,96.29
High Harvest,94.29,94.29
Jin Chan's Pond of Riches,94.27,94.27
Black Bull,94.24,96.51
Crown of Fire,94.21,94.21
Crown of Fire Jackpot Play,94.21,96.36
Gold Pigger,94.20,96.10
Raging Riches,94.11,96.08
Emberfall,94.10,96.10
Rocket Blast Megaways,94.09,96.01
Wisdom of Athena,94.09,94.09
Kingdom of the Dead,94.08,96.07
Muertos Multiplier Megaways,94.08,94.08
Power of Merlin Megaways,94.08,96.08
Snakes & Ladders - Snake Eyes,94.08,96.08
The Dog House - Dog or Alive,94.08,96.08
Floating Dragon - Dragon Boat Festival,94.07,96.09
Pompeii Megareels Megaways,94.07,96.00
Samurai Code,94.07,96.08
Juicy Fruits Multihold,94.06,96.04
Secret City Gold,94.06,96.06
The Dog House Multihold,94.06,96.06
Big Bass Amazon Xtreme,94.05,94.05
Book of Golden Sands,94.05,96.46
Book of Tut Megaways,94.05,96.00
Bow of Artemis,94.05,94.05
Super Hot Stacks,94.05,96.04
The Red Queen,94.05,96.06
Zeus vs Hades - Gods of War,94.05,96.07
1.21 Gigawatts,94.04,94.04
Fortunes of Aztec,94.04,96.42
Loki’s Riches,94.04,96.04
Pub Kings,94.04,96.08
Starlight Princess Pachi,94.04,96.04
Candy Blitz,94.03,96.08
Gods of Giza,94.03,94.03
Ice Lobster,94.03,94.03
Lobster Bob's Crazy Crab Shack,94.03,96.03
Demon Pots,94.02,96.01
Infective Wild,94.02,94.02
Lamp Of Infinity,94.02,96.07
Pirates Pub,94.02,96.03
Slingo Space Invaders,94.02,94.02
Sugar Supreme Powernudge,94.02,96.09
Fat Panda,94.01,96.07
4 Fantastic Fish,94.00,96.00
4 Fantastic Lobsters,94.00,94.00
Ancient Tumble,94.00,96.10
Buffalo King Untamed Megaways,94.00,96.02
Elvis Frog In Vegas,94.00,96.00
Feather Fury,94.00,96.10
Fire Stampede,94.00,96.00
Firebird Spirit,94.00,96.00
Grim the Splitter,94.00,94.00
Hercules Unleashed,94.00,94.00
I Hate Fairytales,94.00,94.00
Jane Hunter and the Mask of Montezuma,94.00,96.02
Leprechaun Charms Hold & Win,94.00,96.16
Line Busters,94.00,94.00
Rise of Pyramids,94.00,95.97
Running Sushi,94.00,96.00
Strawberry Cocktail,94.00,96.00
Sweetopia Royale,94.00,96.10
The 3 Bears,94.00,96.00
Totem Guardians,94.00,94.00
Vegas Branded Hold & Win,94.00,94.00
Viking Forge,94.00,96.05
Western Wilds Megaways,94.00,94.00
Wild West Duels,94.00,96.00
Wildies,94.00,96.01
Castle of Fire,93.99,96.01
Cowabunga,93.99,93.99
Hellcatraz 2,93.99,93.99
Diamond Cascade,93.98,96.06
Hellvis Wild,93.96,96.01
Wild Wild Riches Megaways,93.93,96.02
777 Jackpot Diamond Hold and Win Deluxe,93.91,93.91
Ace Ventura Pet Detective,93.90,96.18
Mega Fire Blaze: 3 Wizards,93.80,95.96
3 Crazy Tikis,93.00,93.00
3 Lucky Minecarts Hold and Win,93.00,93.00
Sherwood Coins: Hold and Win,93.00,93.00
Legendary Beasts,92.18,97.86
Majestic Wild Buffalo,92.16,96.31
Aztec Eclipse Hold & Win,92.00,92.00
Lure of Fortune,91.39,96.10
3 Porky Banks Hold and Win,91.00,95.00
Apex Strike Megaways,91.00,96.00
Arriba Heat Fuego Fortunes,91.00,96.24
Gods of Olympus III Megaways,91.00,91.00
Minted Coins,91.00,95.00
Prospector Wilds Megaways,91.00,96.20
Mayan Temple Riches,90.50,90.50
Dionysus Golden Feast,90.16,96.16
Phoenix Paradise,90.11,90.11
Da Vinci's Treasure,90.04,96.53
3 Kings Scratch,90.00,90.00
Money Train 4,90.00,96.10
Ice Scratch Bronze,90.00,90.00
Ice Scratch Gold,90.00,90.00
Ice Scratch Silver,90.00,90.00
Luck & Magic Scratch,90.00,90.00
Scratch Alpaca Bronze,90.00,90.00
Scratch Alpaca Gold,90.00,90.00
Scratch Alpaca Silver,90.00,90.00
Aztec Bonus Pot,89.90,89.90
Hot Safari 50,000,89.80,89.80
Starlight Princess Jackpot Play,89.51,89.51
Egypt Bonus Pot,89.27,96.17
Lobster Hotpot 2: Even Hotter,89.15,96.03
Mighty Mammoth,89.15,96.40
Lobster Hotpot,89.09,96.24
Wet and Wild Beavers,89.07,96.07
Aztec Clusters,89.00,97.00
Demi Gods V,88.83,88.83
Dark Wolf,88.69,88.69
Eagle Strike,88.20,96.17
Fruity Megaways,88.00,96.06
Witches Tome,86.79,98.12
Fruity Mayan,86.56,98.19
Glory of Rome,86.19,97.95
Zeus Deluxe,86.04,98.03
Big Top Terror,86.00,94.00
Riches of Olympus,86.00,94.00
Shadow Summoner Elementals,86.00,96.31
Haunted Harbor,85.86,85.86
Panda Gold 10,000,85.59,95.12
7 Piggies 5,000,85.40,85.40
Waikiki Hold and Win,85.13,85.13
Diamond Strike 100,000,85.06,85.06
Queen of Gold 100,000,85.00,85.36
Templar Tumble 2,82.00,94.00
Gold Rush 250,000,79.69,79.69
Goddess of Egypt,0.00,0.00
Wild Coin,0.00,0.00
