Game,Min RTP %,Max RTP %
Fortune Llama Hyper Heist,96.22,96.22
777 Sizzling Wins: 5 Lines,96.21,96.21
Burning Wins: classic 5 lines,96.21,96.21
3 China Pots,96.20,96.20
Neon Dreams,96.20,96.20
The Belt of Champion Play the Feature,96.20,96.20
Trout's Treasure - Wild Rivers,96.20,96.20
FireWins Factory,96.19,96.19
Fruit Smash,96.19,96.19
Coin Quest 2,96.18,96.18
Treasure Snipes,96.18,96.18
Panda's Fortune,96.17,96.17
StarSpell,96.17,96.17
Lucky Dama Muerta,96.16,96.16
Sands of Eternity,96.16,96.16
Vulcan's Gold,96.16,96.16
Europe Transit,96.15,96.15
Budai Reels,96.13,96.13
Hot Mania,96.13,96.13
Miss Cherry Fruits,96.13,96.13
Shark Frenzy,96.13,96.13
Cycle of Luck,96.12,96.12
Green Hat Magic,96.12,96.12
Arriba Heat!,96.11,96.11
Chilli Bandits,96.11,96.11
Juicy Gems,96.11,96.11
Wolf Strike 94,96.11,96.11
Burning Classics,96.10,96.10
Catch The Wind,96.10,96.10
Forty Fruity Million,96.10,96.10
Gem Rush,96.10,96.80
Hot Triple Sevens,96.10,96.10
Ragnarok,96.10,96.12
Sands Of Eternity 2,96.10,96.17
Train to Rio Grande,96.10,96.10
Wildfire,96.10,96.10
Wins Of Nautilus Megaways,96.10,96.10
Brew Brothers,96.09,96.09
Money Jar,96.09,96.09
The Greatest Catch,96.09,96.09
Emperor's Rise,96.08,96.08
Roman Rule,96.08,96.08
Solar Nova Megaways,96.08,96.08
Thunder Wheel,96.08,96.08
Big Bass - Hold & Spinner,96.07,96.09
Gift Rush,96.07,96.07
X-Demon,96.07,96.07
Big Bass Halloween,96.06,96.06
Northern Temple,96.06,96.06
Wolf Saga,96.06,96.06
Hot Triple Sevens Special,96.05,96.05
Super Hot Chilli,96.05,96.52
Candy Jar Clusters,96.04,96.08
Double Up Respin,96.04,96.04
Mega Juicer 6,96.04,96.04
Rocket Stars,96.04,96.04
Wild Dragon Riches,96.04,96.04
Mega Fruit 100,96.03,96.03
Mega Greatest Catch,96.03,96.03
Tyrants Fall,96.03,96.03
Bull's Club,96.02,96.02
Triple Chili,96.02,96.02
Hot Volcano,96.01,96.01
Inner Fire,96.01,96.01
Lucky Porker,96.01,96.01
Super Sticky Piggy,96.01,96.01
Wolf Gold,96.01,96.01
21 Thor Lightning Ways,96.00,96.00
24 Star Dream,96.00,96.00
777 Coins,96.00,96.00
Alien Fruits,96.00,96.00
Aztec Magic Bonanza,96.00,96.00
Belfry Bliss,96.00,96.00
Bonanza Billion,96.00,96.00
Candy Dreams Sweet Planet,96.00,96.08
Chicago,96.00,96.00
Coin Forge,96.00,96.00
Cursed Castle,96.00,96.00
Dragon Pearls,96.00,96.00
Fortuna Gold,96.00,96.00
Fruit Heaven Hold and Win,96.00,96.00
Gold Fever,96.00,96.00
Gold Gold Gold,96.00,96.00
Howling Wolves Megaways,96.00,96.00
Joker Queen,96.00,96.00
Lucky Farm Bonanza,96.00,96.00
Lucky New Year,96.00,96.00
Massive Luck,96.00,96.00
Mega Diamonds Hunt,96.00,96.00
Money Mouse,96.00,96.00
Ocean Catch,96.00,96.00
Scarab Boost,96.00,96.00
Sizzling Sevens,96.00,96.00
Venice Festival,96.00,96.00
Wild Bullets,96.00,96.00
Wolf Power Megaways,96.00,96.00
Young Wolf Song,96.00,96.00
Vegas Branded Hold & Win 96,96.00,96.00
Coin Forge Magnetic,95.99,95.99
Pyro Joker,95.99,95.99
Unlimited Wishes,95.99,95.99
Wushu Punch,95.99,95.99
Juicy Triple Bonus,95.98,95.98
Penny Pelican,95.98,95.98
Fury of Odin Megaways,95.97,96.02
Wild Double Up,95.97,95.97
Buffalo Blitz Live Slots,95.96,95.96
Buffalo Blitz™,95.96,95.96
Epic Ape,95.96,95.96
Giza Nights: Hold and Win,95.96,95.96
Mega Fire Blaze: Wild Pistolero,95.96,95.96
Thunder Mega Sevens,95.96,95.96
Diamonds Hunt,95.95,95.95
Dragon Balls,95.95,96.10
Jelly Valley,95.95,95.95
Pearl Ocean: Hold and Win,95.95,95.95
Wonder Farm,95.95,95.95
Buffalo Hold and Win,95.91,95.91
Lucky Oasis,95.90,95.90
Piggy Gold,95.86,95.86
Tiger Jungle,95.86,95.86
Legend of Cleopatra Megaways,95.84,95.84
3 Coins: Egypt,95.82,95.82
3 Pots of Egypt,95.82,95.82
Aztec Pyramid,95.82,95.82
Temple of Thunder 2,95.82,95.82
Power of Thor Megaways,95.81,95.81
Ultra Coin Magnetic,95.81,95.81
Spin and Score Megaways,95.81,96.97
Bang Bang Reloaded,95.80,95.80
Eggs of Gold,95.80,95.80
Money Jar 2,95.80,95.80
Spin And Spell,95.80,95.80
Dog Heist Shift N Win,95.78,95.78
Lotus Charm,95.78,95.78
Magic Apple,95.78,95.78
Supercharged Clovers: Hold and Win,95.78,95.78
Tiger Stone,95.78,95.78
Queen of the Sun,95.77,95.77
3 Carts of Gold: Hold and Win,95.76,95.76
3 Magic Lamps: Hold and Win,95.76,95.76
3 Pirate Barrels: Hold and Win,95.76,95.76
3 Pots Riches Extra: Hold and Win,95.76,95.76
3 Pots Riches: Hold and Win,95.76,95.76
Book of Sun - Choice,95.76,97.74
Empire Gold: Hold and Win,95.76,95.76
Luxor Gold: Hold and Win,95.76,95.76
Coin UP: Hot Fire,95.75,95.75
Energy Coins: Hold and Win,95.74,95.74
Energy Joker: Hold and Win,95.74,95.74
Lucky Emeralds,95.74,95.74
Merry Giftmas: Hold and Win,95.74,95.74
Power Crown: Hold and Win,95.74,95.74
Slingo Deadliest Catch,95.74,95.74
Sunny Fruits 2: Hold and Win,95.74,95.74
Sky Pearls,95.72,95.72
3 Egypt Chests,95.71,95.71
Grab the Gold!,95.71,95.71
Joker's Coins Hold and Win,95.71,95.71
Boogie Boom,95.70,95.80
Fire Temple: Hold and Win,95.70,95.70
Grab more Gold!,95.70,95.70
Space Sam Walk and Win,95.70,95.70
Wukong,95.70,95.70
African Spirit Sticky Wilds,95.69,95.69
Little Farm,95.69,95.69
Rio Gems,95.69,95.69
Wolf Night,95.69,95.69
Arriba Heat Megaways,95.68,95.68
Coin UP: Lightning,95.67,95.67
Forest Spirit,95.67,95.67
Clover Charm: Hit the Bonus,95.66,95.66
Coin Strike: Hold & Win,95.66,95.66
Coin Volcano,95.66,95.66
Diamonds Power: Hold and Win,95.66,95.66
Hit the Gold!,95.66,95.66
Jingle Coins: Hold and Win,95.66,95.66
Thunder Coins: Hold and Win,95.66,95.66
Pirate Chest: Hold and Win,95.66,95.66
Wolf Land: Hold and Win,95.66,95.66
Book of Wizard: Crystal Chance,95.65,95.65
Green Chilli,95.65,95.65
Pearl Diver 2: Treasure Chest,95.65,95.65
5 Lions Gold,95.64,95.64
Crown and Diamonds: Hold and Win,95.64,95.64
Fire Coins: Hold and Win,95.64,95.64
Gold Express,95.64,96.00
Lucky Penny,95.64,95.64
Royal Coins 2: Hold and Win,95.64,95.64
Royal Coins: Hold and Win,95.64,95.64
Royal Fortunator: Hold and Win,95.64,95.64
Sun of Egypt 2,95.64,95.64
Book of Wizard,95.63,95.63
Golden Teapot,95.62,95.62
Royal Joker: Hold and Win,95.62,95.62
Yo-Ho Gold!,95.62,95.62
Boom! Boom! Gold!,95.61,95.61
Dragon Wealth,95.61,95.61
Sun of Egypt 3,95.61,95.61
Arizona Heist: Hold and Win,95.60,95.60
Classic Coins,95.60,95.60
Crystal Scarabs,95.60,95.60
Diamond Fortunator Hold and Win,95.60,95.60
Green Chilli 2,95.60,95.60
Jam Bonanza,95.60,95.60
Lamp of Wonder,95.60,95.60
Legendary Diamonds,95.60,95.60
Payday Pig,95.60,95.60
Pearl Diver,95.60,95.60
Power of Rome,95.60,95.60
Smoking Pistols,95.60,95.60
Space Cows to the Moon,95.60,95.60
3 Hot Chillies,95.59,95.59
Lion Coins,95.59,95.59
Gold Nuggets,95.58,95.58
Magic Ball Multichance,95.58,95.58
More Magic Apple,95.57,95.57
Tiger Gems,95.57,95.57
Fashion TV Mega Party,95.56,95.56
Mustang Gold Megaways,95.56,95.56
Lion Gems: Hold and Win,95.55,95.55
Ruby Hit: Hold and Win,95.55,95.55
Aztec Fire 2,95.54,95.54
Big Heist,95.54,95.54
Black Wolf,95.54,95.54
Black Wolf 2,95.54,95.54
Caishen Wealth,95.53,95.53
Candy Blitz Bombs,95.53,96.54
Magic Apple 2,95.53,95.53
Candy Boom,95.52,95.52
Diamond Wins Hold and Win,95.52,95.52
Sunlight Princess,95.52,95.52
Fortune of Giza,95.51,96.51
Slingo Berserk,95.51,95.51
Super Joker,95.51,95.51
The Dog House,95.51,96.51
Aztec Fire,95.50,95.50
Crystal Land 2,95.50,95.50
Diamond Hits,95.50,95.50
Drago - Jewels of Fortune,95.50,96.50
Egypt Fire,95.50,95.50
Fortune Tycoons,95.50,95.50
Gold Hit: Dragon Bonanza,95.50,95.50
Buffalo Hold And Win Extreme,95.50,95.50
Hoop Kings,95.50,95.50
Jesters Riches,95.50,95.50
John Hunter and the Tomb of the Scarab Queen,95.50,96.50
Lucy Luck and the Crimson Diamond,95.50,95.50
Maya Sun,95.50,95.50
Olaf Viking,95.50,95.50
Ronaldinho Spins,95.50,95.50
Secrets of Anubis,95.50,95.50
Sticky Piggy,95.50,95.50
Super Rich God,95.50,95.50
The Great Chicken Escape,95.50,95.50
The Magic Cauldron,95.50,96.44
Ultimate Hold N Win,95.50,95.50
Lord Fortune 2,95.49,95.49
Mighty Gorilla,95.49,95.49
Empty the Bank,95.48,96.48
Flaming Chillies,95.48,95.48
Release the Bison,95.48,95.48
Sweet Spotz,95.48,95.48
Amazonia Spirit Hold and Win,95.47,95.47
Sun of Egypt 4 Hold & Win,95.47,95.47
Santa's Wonderland,95.46,96.23
Sweet Bonanza,95.45,96.51
Sweet Bonanza Jackpot Play,95.45,95.45
Buffalo Power 2: Hold and Win,95.44,95.44
Slingo Redhot,95.44,96.33
Spirit of Egypt: Hold and Win,95.43,95.43
Mechanical Clover,95.42,95.42
Mega Fire Blaze: Big Circus!,95.42,96.37
Book of Gold Multichance,95.40,95.40
Secret Book of Amun Ra,95.40,95.40
The Chillies,95.40,95.40
The Wild Wings of Phoenix,95.40,95.40
Always Hot,95.36,95.36
Aztec Sun,95.33,95.33
Scarab Riches,95.30,95.30
Stampede Bonanza,95.30,95.30
River Queen,95.26,95.26
God Of Wealth Hold And Win,95.24,95.24
Hit the Bank Hold and Win,95.21,95.21
Billy Bob Boom,95.20,95.20
Golden Scrolls,95.20,95.20
Great Panda,95.20,95.20
Let it Spin,95.20,95.20
Ultra Hot Deluxe,95.17,95.17
Eagle Strike Lucky Cache Hold and Win,95.16,95.16
Dolphin's Pearl Deluxe,95.13,95.13
Lucky Lady's Charm Deluxe,95.13,95.13
Cash Pig,95.11,95.11
Book of Ra Deluxe Play Feature,95.10,95.10
Fortune & Finery,95.10,95.10
Mammoth Peak: Hold and Win,95.10,95.10
Tiger's Gold,95.10,95.10
Gears of Horus,95.09,96.06
Gorilla,95.09,95.09
Eagle Power: Hold and Win,95.06,95.06
Buffalo Power Christmas,95.04,95.04
Buffalo Power Hold & Win,95.04,95.04
Mammoth Gold Megaways,95.04,96.03
Wolf Power: Hold and Win,95.04,95.04
Hot Pepper,95.02,95.02
Pepper Mania,95.02,95.02
777 Fruity Classic,95.01,95.01
Avalon: The Lost Kingdom,95.00,95.00
Buddha Fortune,95.00,95.67
Moleionaire,95.00,95.00
Moon Sisters,95.00,95.00
Olympian Gods,95.00,95.00
Scarab Temple,95.00,95.00
Slingo XXXtreme,95.00,95.00
Sun of Egypt,95.00,95.00
Super Marble,95.00,95.00
Catch the Gold Hold and Win,94.98,94.98
Aloha King Elvis,94.92,94.92
Slingo Day of the Dab,94.73,94.73
Disco Zu,94.72,94.72
Great Rhino Megaways,94.69,94.69
Dragon Hot Hold & Spin,94.65,96.70
Lucky Otter,94.65,94.65
Big Bass Hold & Spinner Megaways,94.62,96.70
Lucky Grace And Charm,94.62,96.71
Arctic Fruits,94.60,94.60
Dragon Gold 88,94.60,94.60
Emerald King Rainbow Road,94.60,96.71
Sumo Supreme Megaways,94.56,96.55
Chicken Chase,94.55,96.48
The Dog House Megaways Jackpot Play,94.55,94.55
Tiki Hut Megaways Jackpot Play,94.55,94.55
Wild Celebrity Bus Megaways,94.55,96.52
5 Lions Megaways,94.54,96.50
Gem Elevator,94.54,96.53
6 Jokers,94.53,96.55
Chicken Drop,94.53,96.50
Dwarf & Dragon,94.53,96.59
Hot to Burn Jackpot Play,94.53,94.53
Release the Kraken Megaways,94.53,96.40
Wild West Gold,94.53,96.51
Wolf Gold Ultimate,94.53,96.57
Dynamite Diggin Doug,94.52,96.52
Lucky Lightning,94.52,96.48
Front Runner Odds On,94.51,94.51
Himalayan Wild,94.51,96.51
Hot To Burn Multiplier,94.51,96.51
Phoenix Forge,94.51,96.51
Sweet Bonanza 1000,94.51,94.51
5 Lions Dance,94.50,94.50
Barnyard Megahays Megaways,94.50,96.50
Big Bass Bonanza,94.50,96.71
Big Bass Bonanza Jackpot Play,94.50,96.71
Big Bass Bonanza – Reel Action,94.50,96.50
Book Of Tut Respin,94.50,96.50
Candy Corner,94.50,96.50
Congo Cash,94.50,96.51
Curse of the Werewolf Megaways,94.50,96.50
Down the Rails,94.50,96.51
Egg Rush Jackpot Play,94.50,94.50
Fishin Reels,94.50,96.50
Gates of Olympus 1000,94.50,96.50
Big Bass Mission Fishin',94.50,96.50
Heart of Cleopatra,94.50,94.50
Knight Hot Spotz,94.50,96.50
Medusa`s Stone,94.50,96.46
Mochimon,94.50,94.50
Mysterious Egypt,94.50,96.50
Piggy Bank Bills,94.50,94.50
Rock Vegas,94.50,96.64
Shield Of Sparta,94.50,94.50
Starlight Christmas,94.50,94.50
Sugar Rush,94.50,96.50
Three Star Fortune,94.49,96.27
Beware The Deep Megaways,94.48,94.48
Pirate Gold Deluxe,94.48,96.48
Chests of Cai Shen,94.47,96.47
Rise of Giza PowerNudge,94.47,96.49
Jasmine Dreams,94.40,96.48
Hot Joker Fruits Hold and Win 94,94.39,96.12
Coin Quest,94.36,96.12
Divine Dynasty Princess,94.36,94.36
Fire Hot 20,94.33,94.33
Fire Hot 20 Jackpot Play,94.33,94.33
Striking Hot 5 Jackpot Play,94.32,96.29
Candy Stars,94.31,96.47
Drunken Sailors,94.30,96.14
High Harvest,94.29,94.29
Crown of Fire Jackpot Play,94.21,96.36
Jokers Invasion,94.20,94.20
Frozen Tropics,94.14,96.15
Emberfall,94.10,96.10
Fish Eye,94.10,96.07
Rocket Blast Megaways,94.09,96.01
Fire Archer,94.08,96.07
Fire Portals,94.08,96.06
Kingdom of the Dead,94.08,96.07
Muertos Multiplier Megaways,94.08,94.08
Power of Merlin Megaways,94.08,96.08
Big Bass - Secrets of the Golden Lake,94.07,96.07
Big Bass Bonanza - Keeping it Reel,94.07,94.07
Big Burger Load it up with Xtra Cheese,94.07,96.05
Bigger Bass Blizzard - Christmas Catch,94.07,96.08
Country Farming,94.07,96.07
Floating Dragon - Dragon Boat Festival,94.07,96.09
Heist for the Golden Nuggets,94.07,96.00
Pompeii Megareels Megaways,94.07,96.00
Samurai Code,94.07,96.08
Big Bass Floats my Boat,94.06,96.07
Cyclops Smash,94.06,96.06
Hand of Midas 2,94.06,96.07
Sticky Bees,94.06,96.06
The Dog House Multihold,94.06,96.06
Book of Golden Sands,94.05,96.46
Book of Tut Megaways,94.05,96.00
Bow of Artemis,94.05,94.05
Gold Oasis,94.05,96.06
Monster Superlanche,94.05,96.03
The Red Queen,94.05,96.06
Zeus vs Hades - Gods of War,94.05,96.07
1.21 Gigawatts,94.04,94.04
Aztec Treasure Hunt,94.04,96.03
Coins and Cannons,94.04,96.08
Fruity Treats,94.04,96.05
Loki’s Riches,94.04,96.04
Nile Fortune,94.04,96.03
Starlight Princess Pachi,94.04,96.04
Gods of Giza,94.03,94.03
Good Luck and Good Fortune,94.03,96.05
Ice Lobster,94.03,94.03
Mighty Munching Melons,94.03,96.05
Yeti Quest,94.03,96.06
8 Golden Dragon Challenge,94.02,96.02
Demon Pots,94.02,96.01
Infective Wild,94.02,94.02
Lamp Of Infinity,94.02,96.07
Ripe Rewards,94.02,96.07
Slingo Space Invaders,94.02,94.02
Lobster Bob's Sea Food and Win It,94.02,96.04
Wheel O'Gold,94.02,96.02
Excalibur Unleashed,94.01,96.05
Arriba Heat Salsa Wilds,94.00,94.00
Buffalo King Untamed Megaways,94.00,96.02
Crank it Up,94.00,96.03
Ebisu God of Fish,94.00,96.03
Elvis Frog In Vegas,94.00,96.00
Farming Frenzy,94.00,96.35
Fire Stampede,94.00,96.00
Four Lucky Diamonds,94.00,94.00
Apex Strike Megaways 94,94.00,96.13
I Hate Fairytales,94.00,94.00
Jackpot Hunter,94.00,96.00
Eagle Strike 94,94.00,96.03
Mystery of the Orient,94.00,96.00
Peak Power,94.00,96.02
Piggy Power: Hit the Bonus,94.00,96.03
Rise of Pyramids,94.00,95.97
Running Sushi,94.00,96.00
Red Hot Luck,94.00,96.08
Wildies,94.00,96.01
Western Wilds Megaways 94,94.00,94.00
Castle of Fire,93.99,96.01
Heroic Spins,93.99,96.07
Diamond Cascade,93.98,96.06
Lucky Fruit Spins,93.98,93.98
Hellvis Wild,93.96,96.01
Sizzling Sevens Hold & Win,93.95,93.95
Wild Wild Riches Megaways,93.93,96.02
Fire Lightning,93.90,93.90
Mega Fire Blaze: 3 Wizards,93.80,95.96
3 Lucky Minecarts Hold and Win,93.00,93.00
Sherwood Coins: Hold and Win,93.00,93.00
Solar Nova Hold and Win,93.00,95.27
Rainbowmania,92.30,97.98
Hot Hot Fruit,92.23,98.05
Legendary Beasts,92.18,97.86
Golden Unicorn Deluxe,92.16,98.12
Wealth Inn,92.08,97.97
Mega Fruit 20,92.02,92.02
Mystic Fortune Deluxe,92.00,98.08
ZEUS,91.95,91.95
Oink Oink Oink,91.91,95.91
Arriba Heat Fuego Fortunes,91.00,96.24
Gods of Olympus III Megaways 96,91.00,96.06
Leprechaun Charms Hold and Win 96,91.00,96.00
Prospector Wilds Megaways 94,91.00,96.20
Sizzling Hot Deluxe,90.02,95.66
Wild Wild Riches,90.00,96.77
Starlight Princess Jackpot Play,89.51,89.51
Wet and Wild Beavers,89.07,96.07
Aztec Clusters,89.00,97.00
Go High Gone Fishing,88.30,96.31
Megaways Jack and the Magic Beans,88.05,96.14
Dragoness,88.00,96.00
Fruity Megaways 94,88.00,96.06
Sweet Candy Cash 95,88.00,95.00
Witches Tome,86.79,98.12
Fruity Mayan,86.56,98.19
Glory of Rome,86.19,97.95
5 Sevens Hold & Win,86.00,96.10
Riches of Olympus,86.00,94.00
Haunted Harbor,85.86,85.86
Mega Joker,85.28,85.28
Lady Fortune,84.20,84.20
Basketball,0.00,0.00
Goddess of Egypt,0.00,0.00
