Game,Min RTP %,Max RTP %
The Dog House Megaways Jackpot Play,96.55,96.55
Power of Thor Megaways,96.55,96.55
Ancient Island Megaways,96.55,96.55
The Dog House Megaways Jackpot Play,96.55,96.55
The Great Pigsby,96.55,96.55
The Great Pigsby,96.55,96.55
The Great Pigsby,96.55,96.55
6 Jokers,96.55,96.55
Dragon King Hot Pots,96.54,96.54
Hot to Burn – 7 Deadly Free Spins,96.54,96.54
Sweet Bonanza 1000,96.53,96.53
Buffalo King Megaways,96.52,96.52
Buffalo King Megaways,96.52,96.52
Money Stacks Megaways,96.52,96.52
Fairytale Fortune,96.52,96.52
Buffalo King Megaways,96.52,96.52
The Dog House Jackpot Play,96.51,96.51
Candy Village,96.51,96.51
Revenge of Loki Megaways,96.51,96.51
Money Stacks,96.51,96.55
Tiny Toads,96.51,96.51
Fangtastic Freespins,96.51,96.51
Juicy Fruits,96.51,96.51
Money Stacks,96.51,96.55
Hot to Burn Multiplier,96.51,96.51
John Hunter and Galileo’s Secrets,96.50,96.50
Greedy Fortune Pig,96.50,96.50
Immortal Ways Chocolate Crowns,96.50,96.50
Immortal Ways Crown Coins,96.50,96.50
Immortal Ways Crown Coins,96.50,96.50
Gates of Olympus Jackpot Play,96.50,96.50
Joker's Jewels Jackpot Play,96.50,96.50
Starlight Princess Jackpot Play,96.50,96.50
Immortal Ways Chocolate Crowns,96.50,96.50
Sugar Rush Jackpot Play,96.50,96.50
Gates of Olympus Jackpot Play,96.50,96.50
Gates of Olympus,96.50,96.50
5 Lions Megaways,96.50,96.50
Barnyard Megahays Megaways,96.50,96.50
Chicken Drop,96.50,96.50
Fire Strike,96.50,96.50
Immortal Ways Chocolate Crowns,96.50,96.50
Badge Blitz,96.50,96.50
Bigger Bass Splash,96.50,96.50
Fonzo’s Feline Fortunes,96.50,96.50
Eternal Empress – Freeze Time,96.50,96.50
The Dog House – Muttley Crew,96.50,96.50
Panda Hold And Spin NO PJP,96.50,96.50
Big Buffalo Badlands,96.50,96.50
Pinata Smash™ 945,96.50,96.50
Mega Bear,96.50,96.50
Super Tiger No JP,96.50,96.50
Big Buffalo Badlands,96.50,96.50
Fire Blaze: Tsai Shen's Gift™,96.50,96.50
Big Buffalo Badlands,96.50,96.50
Bigger Bass Splash,96.50,96.50
Immortal Ways Chocolate Crowns,96.50,96.50
Fruitopolis,96.50,96.50
Voodoo Magic,96.50,96.50
Starlight Princess Jackpot Play,96.50,96.50
Gates of Olympus,96.50,96.50
Fire Strike,96.50,96.50
Day of Dead,96.50,96.50
Starlight Christmas,96.50,96.50
Starlight Princess 1000,96.50,96.50
Mysterious,96.50,96.50
Loco Habanero,96.49,96.49
Candy Blitz Bombs,96.49,96.49
Brilliant Gems,96.49,96.49
Mega Fire Blaze: Khonsu God of Moon™,96.49,96.49
Loco Habanero,96.49,96.49
Christmas Fortune,96.49,96.49
Shake Shake Leprechaun,96.48,96.48
Sweet Bonanza Jackpot Play,96.48,96.48
Sweet Bonanza Jackpot Play,96.48,96.48
Quest of Gods,96.48,96.48
Sweet Bonanza Xmas,96.48,96.48
Arcane Beauties,96.48,96.48
Shake Shake Leprechaun,96.48,96.48
Quest of Gods,96.48,96.48
Shake Shake Christmas,96.48,96.48
Shake Shake Money Tree,96.48,96.48
Golden Forge,96.48,96.48
Alive! Megaways,96.47,96.47
Mayan Cache,96.47,96.47
J Mania Golden Eggs,96.47,96.47
Mayan Cache,96.47,96.47
7 Clovers of Fortune,96.47,96.47
Alive! Megaways,96.47,96.47
Fortunium,96.47,96.47
Fruit Party,96.47,96.47
Mayan Cache,96.47,96.47
Royal Griffin,96.47,96.47
Mustang Gold Megaways,96.46,96.46
New Year Rising,96.46,96.46
Medusa’s Stone,96.46,96.46
Hot Pepper,96.45,96.45
Barn Festival,96.45,96.45
Grand Mariachi,96.44,96.44
The Magic Cauldron,96.44,96.44
Fire Hot 100 Jackpot Play,96.43,96.43
Plunderland,96.43,97.14
Voltage Blitz Vortex,96.42,96.42
Better Wilds,96.42,96.42
Better Wilds,96.42,96.42
#Alice in the Wild,96.42,96.42
Clovers of Luck,96.40,96.40
Cluster Tumble,96.40,96.40
Frutz,96.40,96.40
Cluster Tumble,96.40,96.40
Dr. Frankenstein,96.39,96.39
Wanted dead or a wild 94%,96.38,96.38
Queen of Gods,96.38,96.38
Lucky Larry's Lobstermania Slingo,96.38,96.38
Queen of Gods,96.38,96.38
Wanted dead or a wild 94%,96.38,96.38
Chocolate Rocket,96.37,96.37
Go High Puppy Love,96.37,96.37
Chocolate Rocket,96.37,96.37
Sugar Rush Fever,96.37,96.37
Go High Panda,96.37,96.37
Go High Puppy Love,96.37,96.37
Chocolate Rocket,96.37,96.37
Native Spirit,96.37,96.37
Go High Panda,96.37,96.37
Crown of Fire Jackpot Play,96.36,96.36
Crown of Fire Jackpot Play,96.36,96.36
Wild Chapo,96.36,96.36
Wild Chapo,96.36,96.36
Dark Summoning,96.36,96.36
⁠Luck O' The Fruit 945,96.35,96.35
Rush Fever Soda Pop,96.35,96.35
⁠Luck O' The Fruit 945,96.35,96.35
Lucky Lucifer,96.35,96.35
Le Bandit,96.34,96.34
Le Bandit,96.34,96.34
Mad Hit Full Steam,96.33,96.33
Dragoness,96.33,96.33
Diamond Explosion Patriots,96.33,96.82
Mad Hit Full Steam,96.33,96.33
Dragoness,96.33,96.33
Shining Hot 100 Jackpot Play,96.32,96.32
Gummy Giga Match,96.32,96.32
Giga Match North Pole,96.32,96.32
Go High Olympus,96.31,96.31
J Mania Turkey Chef,96.31,96.31
Dark Wolf,96.31,96.31
Pirate Bonanza ,96.31,96.31
FRKN Bananas,96.31,96.31
Fire my Laser,96.31,96.31
Go High Gone Fishing,96.31,96.31
Diamond Charge megaways ,96.30,96.30
Mad Hit Savannah,96.30,96.35
Mad Hit Savannah,96.30,96.35
Immortal Ways Spooktacular,96.30,96.30
Giga Match Fruits,96.30,96.30
Donut Division ,96.30,96.30
Miami Multiplier,96.30,96.30
Fruit Duel,96.30,96.30
Dragon 8s 25x,96.30,96.30
Immortal Ways Diamonds,96.29,96.29
Immortal Ways Piñata,96.29,96.29
Immortal Ways 88 Charms,96.29,96.29
Immortal Ways Sweet Coin,96.28,96.28
Vending Machine,96.28,96.28
Immortal Ways Sweet Coin,96.28,96.28
Slayers Inc,96.28,96.28
Immortal Ways Champions,96.28,96.28
10000 Wishes VF,96.27,96.27
Power Zones: Stallion Strike™,96.27,96.27
10000 Wishes VF,96.27,96.27
Wild Dojo Strike,96.27,96.27
Rotten,96.27,96.27
Eye of the panda,96.26,96.26
Eye of the panda,96.26,96.26
Wild Thirst,96.26,96.26
Fear The Dark,96.25,96.25
Rio Pleasures,96.24,96.24
Hand of Anubis,96.24,96.24
Marlin Masters,96.24,96.24
Evil Eyes,96.24,96.24
Outlaws Inc. 94%,96.23,96.23
Lucky Multifruit ,96.23,96.23
RIP City,96.22,96.22
Sheerluck 94,96.22,96.22
Magical Leprechaun,96.20,96.20
Magical Leprechaun,96.20,96.20
6 Tokens of Gold VF,96.20,96.20
6 Tokens of Gold VF,96.20,96.20
Dorks of the Deep,96.20,96.20
Minted Coins,96.20,96.20
Valhalla: Wild Winter,96.20,96.20
Fruit Smash,96.19,96.19
Fruit Smash,96.19,96.19
Big Stack Lumberjack,96.18,96.59
Immortal Empress,96.18,96.18
Le Pharaoh,96.18,96.18
Horror Hotel,96.17,96.17
Coop Clash,96.15,96.15
Coop Clash,96.15,96.15
Brew Brothers Xmas Brew,96.14,96.14
drunken-sailors,96.14,96.14
Darkness,96.14,96.14
drunken-sailors,96.14,96.14
Ragnarok,96.12,96.12
Ragnarok,96.12,96.12
Book of Power,96.11,96.11
Book of Power,96.11,96.11
Burning Love,96.10,96.10
Burning Classics,96.10,96.10
Holly Jolly Bonanza 2,96.10,96.10
emberfall,96.10,96.10
Sands of Eternity 2,96.10,96.10
Ancient Tumble,96.10,96.10
Winter Champions,96.10,96.10
Bone Raiders,96.10,96.10
Burning Love,96.10,96.10
Pond of Plinko,96.10,96.10
Burning Classics Royal Edition,96.10,96.10
Sands of Eternity 2,96.10,96.10
Brew Brothers,96.09,96.09
Sugar Supreme Powernudge,96.09,96.09
Titan Strike,96.09,96.09
Brew Brothers,96.09,96.09
Titan Strike,96.09,96.09
Wild Hike,96.09,96.09
Titan Strike,96.09,96.09
Brew Brothers,96.09,96.09
CrownCoins_EmperorsRise,96.08,96.08
Candy Blitz,96.08,96.08
Bigger Bass Blizzard - Christmas Catch,96.08,96.08
Raging Riches,96.08,96.08
Gods of Glory,96.08,96.08
CrownCoins_EmperorsRise,96.08,96.08
Bigger Bass Blizzard - Christmas Catch,96.08,96.08
Twilight Princess,96.08,96.08
Raging Riches,96.08,96.08
Samurai Code,96.08,96.08
Big Bass Return to the Races,96.07,96.07
Hand of Midas 2,96.07,96.07
Big Bass Bonanza - Keeping it Reel,96.07,96.07
Big Bass - Hold & Spinner,96.07,96.07
Hand of Midas 2,96.07,96.07
Shark Wash,96.06,96.06
Shark Wash,96.06,96.06
Rabbit Garden,96.05,96.05
Lucy Luck and the Temple of Mysteries,96.05,96.05
Vegas Nights,96.05,96.05
Lucy Luck and the Temple of Mysteries,96.05,96.05
Bow of Artemis,96.05,96.05
Juicy Fruits Multihold,96.04,96.04
Juicy Fruits Multihold,96.04,96.04
Buffalo King Untamed Megaways,96.02,96.02
Buffalo King Untamed Megaways,96.02,96.02
Zeus vs Hades - Gods of War,96.01,96.01
Mystic Spells,96.01,96.01
Fire and Roses Jolly Joker VF,96.01,96.01
Fire and Roses Jolly Joker,96.01,96.01
Zeus vs Hades - Gods of War,96.01,96.01
Mining Loaded Pots VF,96.00,96.00
Mining Loaded Pots VF,96.00,96.00
Fire Stampede,96.00,96.00
Gold Blitz,96.00,96.00
Blazing Bison Gold Blitz VF,96.00,96.00
Hyper Gold All-In VF,96.00,96.00
Fire Stampede,96.00,96.00
Lucky New Year,96.00,96.00
Mining Loaded Pots VF,96.00,96.00
Hyper Gold All-In VF,96.00,96.00
Blazing Bison Gold Blitz VF,96.00,96.00
Gold Blitz,96.00,96.00
Gold Gold Gold 5000,96.00,96.00
333 Fat Frogs VF,96.00,96.00
Gold Gold Gold,96.00,96.00
Fruit heaven Hold and win,96.00,96.00
Holly Jolly Cash Pig,96.00,96.00
Money Sleigh,96.00,96.00
Hyper Gold All-In VF,96.00,96.00
Blazing Bison Gold Blitz VF,96.00,96.00
Gold Blitz,96.00,96.00
Money Roll,96.00,96.00
Pot of Fortune,96.00,96.00
Wild West Duels,96.00,96.00
Jackpot Hunter,96.00,96.00
Mega Fire Blaze: Wild Pistolero™,95.96,95.96
Buffalo Blitz Live,95.96,95.96
Buffalo Hold and Win,95.91,95.91
Oink Oink Oink™,95.91,95.91
Oink Oink Oink™,95.91,95.91
Buffalo Hold and Win Extreme 10.000 ,95.90,95.90
Buffalo Hold and Win Extreme 10.000 ,95.90,95.90
64 Gold Coins Hold and Win ,95.90,95.90
Gold Trio: Sinbad's Riches™,95.90,95.90
Buffalo Blow,95.90,95.90
Buffalo Hold and Win Extreme 10.000 ,95.90,95.90
Gold Trio: Sinbad's Riches™,95.90,95.90
Queen Of The Forest,95.89,95.89
Double Digger,95.85,95.85
Supercharged Clovers: Hold and Win,95.78,95.78
3 Pirate Barrels: Hold and Win,95.76,95.76
3 Luxor Pots: Hold and Win,95.76,95.76
3 Magic Lamps: Hold and Win,95.76,95.76
3 Pots Riches Extra: Hold and Win,95.76,95.76
3 Carts of Gold: Hold and Win,95.76,95.76
Energy Joker: Hold and Win,95.74,95.74
Merry Giftmas: Hold and Win,95.74,95.74
Sunny Fruits 2: Hold and Win,95.74,95.74
Energy Coins: Hold and Win,95.74,95.74
Lucky Emeralds™,95.73,95.73
Super Elephant no JP,95.70,95.70
Super Elephant no JP,95.70,95.70
Super Elephant no JP,95.70,95.70
Boogie Boom,95.70,95.70
25 Cookies: Hit the Bonus,95.70,95.70
Piggy Power: Hit the Bonus™,95.70,95.70
Pirate Chest: Hold and Win,95.66,95.66
Diamond Power: Hold and Win,95.66,95.66
Thunder Coins: Hold and Win,95.66,95.66
Jingle Coins: Hold and Win,95.66,95.66
Clover Charm: Hit the Bonus,95.66,95.66
Diamonds Power: Hold and Win,95.66,95.66
Royal Coins: Hold and Win,95.64,95.64
Go Gold,95.63,95.63
Royal Joker: Hold and Win,95.62,95.62
Royal Joker: Hold and Win,95.62,95.62
Dynamite Trio,95.60,95.60
arizona_heist,95.60,95.60
Jam Bonanza,95.60,95.60
Baba Yaga Tales,95.58,95.58
FTV Mega Party ,95.56,95.56
The Dog House Megaways,95.53,95.53
The Dog House Megaways,95.53,95.53
Egg Rush Jackpot Play,95.50,95.50
Ultimate Hold N Win,95.50,95.50
Buffalo Hold And Win Extreme,95.50,95.50
Ultimate Hold N Win,95.50,95.50
Lightning Clovers - Hit the Bonus™,95.49,95.49
Beware The Deep Megaways,95.49,95.49
Lightning Clovers - Hit the Bonus™,95.49,95.49
Sweet Spotz,95.48,95.48
Flaming Chillies,95.48,95.48
Flaming Chillies,95.48,95.48
Sweet Spotz,95.48,95.48
Diamond Riches,95.47,95.47
Buffalo Power 2: Hold and Win,95.44,95.44
Mega Fire Blaze: Big Circus!™,95.42,95.42
The Wild Wings of Phoenix,95.40,95.40
Mega Fire Blaze: Piggies and the Bank™,95.38,95.38
Mega Fire Blaze: Piggies and the Bank™,95.38,95.38
3 leprechaun charms,95.30,95.30
3 leprechaun charms ,95.30,95.30
Stampede Bonanza,95.30,95.30
Pink Joker: Hold and Win,95.26,95.26
Burn in love ,95.25,95.25
Let it Spin,95.20,95.20
Golden Scrolls,95.20,96.32
Golden Scrolls,95.20,96.32
Blood moon hold and win,95.17,95.17
Cash Pig,95.11,95.11
Cash Pig,95.11,95.11
Apex strike Lucky Cache,95.00,95.00
Apex strike Lucky Cache,95.00,95.00
Charge the Clovers: Hit the Bonus,94.76,94.76
Charge the Clovers: Hit the Bonus,94.76,94.76
Great Rhino Megaways,94.69,96.58
Dragon Gold 88,94.60,94.60
Chests of Cai Shen,94.57,96.47
Chests of Cai Shen,94.57,96.47
Wild Wildebeest Wins,94.56,94.56
Tiki Hut Megaways Jackpot Play,94.55,94.55
Sweet Kingdom,94.53,94.53
Wolf Gold Ultimate,94.53,94.53
Sweet Kingdom,94.53,94.53
Blitz Super Wheel,94.52,96.52
Dynamite Diggin Doug,94.52,94.52
Irish Crown,94.51,96.52
⁠⁠Fruity Gems 945,94.50,96.50
Brick House Bonanza,94.50,94.50
Sugar Rush 1000,94.50,94.50
Sugar Rush 1000,94.50,94.50
Sugar Rush,94.50,94.50
Gates of Olympus 1000,94.50,94.50
Brick House Bonanza,94.50,94.50
Aztec Smash,94.50,94.50
⁠⁠Fruity Gems 945,94.50,96.50
Christmas Luck,94.50,94.50
Cash Mine,94.50,96.50
Halloweern Luck,94.50,94.50
Christmas Luck,94.50,94.50
Gems Bonanza,94.50,96.55
Starlight Princess,94.50,96.50
Sugar Rush,94.50,94.50
Sugar Rush Xmas,94.50,94.50
Santa’s Xmas Rush,94.48,94.48
Vampires vs Wolves,94.45,96.49
Devilicious,94.41,94.41
Shining Hot 20 Jackpot Play,94.38,94.38
Ten Ton Ways Luck,94.36,94.36
Ten Ton Ways Luck,94.36,94.36
Giga Match Sugar Skull,94.36,96.32
Coin Quest,94.36,94.36
Coin Quest,94.36,94.36
Shining Hot 5 Jackpot Play,94.35,94.35
Go High Gallina,94.35,96.37
Striking Hot 5 Jackpot Play,94.32,94.32
Fire Hot 20 Jackpot Play,94.31,94.31
Alpha Eagle 94%,94.31,94.31
Shadow Strike,94.31,94.31
Immortall Ways Buffalo,94.28,94.28
Blaze Buddies,94.28,94.28
Immortall Ways Buffalo,94.28,94.28
Crystal Robot,94.24,96.28
Muertos Multiplier Megaways,94.08,96.03
Muertos Multiplier Megaways,94.08,96.03
Candy Jar Clusters,94.07,94.07
Pompeii Megareels Megaways,94.07,96.00
Candy Jar Clusters,94.07,94.07
Wheel O'Gold,94.02,94.02
Wheel O'Gold,94.02,94.02
Fish Cashpot Deluxe,94.00,94.00
3 Dancing Monkeys,94.00,96.00
Grim the Splitter,94.00,94.00
3 Dancing Monkeys,94.00,96.00
Mega Fire Blaze: 3 Wizards™,93.91,93.91
Macabra Linx™,93.88,93.88
Gold Hit & Link: JP Bacon & Co™,93.70,93.70
3 crazy tikis,93.22,95.13
Keep 'em Cool,92.44,92.44
Carnaval Fiesta,92.22,92.22
Blazing Wilds Megaways,92.03,92.03
Leprechaun Charms Hold and Win,91.00,96.00
Leprechaun Charms Hold and Win,91.00,96.00
Apex strike megaways,91.00,96.13
Apex strike megaways,91.00,96.13
3 porky banks ,91.00,95.00
Tropical Thunder,91.00,95.20
3 lucky minecarts,91.00,95.00
Spin a Win,90.67,90.67
Wild Wild Riches,90.00,96.77
Immortal Ways Buffalo SE,90.00,90.00
Diamond Explosion 7s SE,90.00,90.00
Immortal Ways Cleopatra,90.00,96.33
Immortal Ways Luva,90.00,97.03
Diamond Explosion 7s SE,90.00,90.00
Wild Wild Riches,90.00,96.77
Joker's Wild Ride - Patrick's Day,89.53,89.53
Story Of Zeus,89.53,89.53
Celestial beauty,89.50,89.50
Sugar bonanza deluxe,89.50,89.50
Zeus kingdom of riches,89.50,89.50
Celestial beauty,89.50,89.50
Sugar bonanza deluxe,89.50,89.50
Nunchacks Chicken,89.50,89.50
Sugar bonanza deluxe,89.50,89.50
Story Of Gaia,89.07,89.07
Sweet Bonanza,89.00,89.00
Sweet Bonanza,89.00,89.00
Irish Treasures - Wild Celtic Charms,88.94,96.04
Irish Treasures - Wild Celtic Charms,88.94,96.04
Majestic Claws - Wild Snow,88.69,88.69
Majestic King,88.69,88.69
Undead Fortune,88.55,88.55
Cursed Crypt,88.38,88.38
Duel at Dawn,88.37,96.30
Ze Zeus,88.36,88.36
Klowns,88.30,88.30
Chaos Crew 2,88.28,88.28
Le Viking,88.27,96.32
Snow Slingers,88.27,88.27
SixSixSix,88.27,96.15
Beam Boys,88.25,88.25
2 Wild 2 Die,88.25,88.25
Shaolin Master,88.25,88.25
Wings of Horus,88.19,88.19
Legendary Diamonds,87.15,87.15
Legendary Diamonds,87.15,87.15
Machine Gun Nellie,86.00,86.00
Immortal 5,86.00,86.00
Machine Gun Nellie,86.00,86.00
Almighty Zeus Empire VF,73.81,73.81
Crown Coins Treasures,0.00,0.00
⁠Luck O' The Fruit 945,0.00,0.00
Crown's Jewels Jackpot Play,0.00,0.00
Majestic WIld Buffalo crown coins,0.00,0.00
Diamond Explosion Crown Coins,0.00,0.00
Crown Coins Treasures,0.00,0.00
J Mania Habanero Crown Coins,0.00,0.00
Super Eagle,0.00,0.00
Crown's Jewels Jackpot Play,0.00,0.00
J Mania Habanero Crown Coins,0.00,0.00
Super Eagle,0.00,0.00
Fire and Roses Joker VF,0.00,0.00
Hot to Burn Jackpot Play,0.00,0.00
Crown's Jewels Jackpot Play,0.00,0.00
Sugar Rush Jackpot Play,0.00,0.00
Fruit Party Jackpot Play,0.00,0.00
Fire Hot 5 Jackpot Play,0.00,0.00
Fruit Party Jackpot Play,0.00,0.00
Almighty Zeus Empire VF,0.00,0.00
Hot to Burn Jackpot Play,0.00,0.00
Immortal Ways Easter Diamonds,0.00,0.00
Moleionaire,0.00,0.00
Fire and Roses Joker VF,0.00,0.00
Super Eagle,0.00,0.00
Super Lion Xmas no JP 945,0.00,0.00
Majestic WIld Buffalo crown coins,0.00,0.00
Super Eagle,0.00,0.00
J Mania Habanero Crown Coins,0.00,0.00
Almighty Athena Empire VF,0.00,0.00
Volcano Rising II,0.00,0.00
Romeo and Juliet,0.00,0.00
Immortal Ways Easter Diamonds,0.00,0.00
