Game,Min RTP %,Max RTP %
Go High Olympus,96.31,96.31
J Mania Turkey Chef,96.31,96.31
Immortal Ways Spooktacular,96.30,96.30
Prospector Wilds Gold Digga,96.30,96.30
Immortal Ways 88 Charms,96.29,96.29
Immortal Ways Buffalo SE,96.29,96.29
Immortal Ways Diamonds,96.29,96.29
Ten Ton Ways Goldfish,96.29,96.29
Immortal Ways Champions,96.28,96.28
Immortal Ways Lady Moon,96.28,96.28
Immortal Ways Sweet Coin,96.28,96.28
Mad Hit Oasis,96.27,96.27
Merlin's Fortune,96.27,96.27
Gangsterz,96.25,96.25
Medallion,96.23,96.23
Shadow Summoner Egypt,96.23,96.23
Hellfire Joker,96.20,96.20
Trout's Treasure - Wild Rivers,96.20,96.20
Lucky Dama Muerta,96.16,96.16
Vulcan's Gold,96.16,96.16
Mega Mine,96.15,97.00
Dragon Age Hold & Win,96.14,96.14
Esqueleto Explosivo 2- Reborn,96.13,96.13
Shark Frenzy,96.13,96.13
Arriba Heat,96.11,96.11
Chilli Bandits,96.11,96.11
Juicy Gems,96.11,96.11
TNT Tumble,96.11,96.11
Wolf Strike,96.11,96.11
Burning Classics,96.10,96.10
Coins of Thor - Hold & Win,96.10,96.10
Joker Split,96.10,96.10
Ragnarok,96.10,96.12
Sands Of Eternity 2,96.10,96.17
Money Jar,96.09,96.09
The Greatest Catch,96.09,96.09
Wild Hike,96.09,96.54
Dreadworks,96.08,96.08
Johnny Coin,96.08,96.08
Pirate Multi Coins,96.08,96.08
Roman Rule,96.08,96.08
Solar Nova Megaways,96.08,96.08
Wolf Saga,96.06,96.06
Gods of Rock!,96.05,96.05
Lucy Luck and the Temple of Mysteries,96.05,96.38
Double Up Respin,96.04,96.04
Lobster Bob’s Sea Food and Win It,96.04,96.04
Slingo Fire and Ice,96.04,96.04
Fruit Fantasy Hold & Win,96.03,96.03
Mega Greatest Catch,96.03,96.03
Tyrant's Fall,96.03,96.03
Vikings Creed,96.03,96.03
Wild Bison Charge,96.03,96.04
Triple Chili,96.02,96.02
5 Wild Buffalo,96.01,96.01
Super Sticky Piggy,96.01,96.01
Wolf Gold,96.01,96.01
21 Thor Lightning Ways,96.00,96.00
3 Dancing Monkeys,96.00,96.00
777 Coins,96.00,96.00
Alien Fruits,96.00,96.00
Beellionaires,96.00,96.00
Chicago,96.00,96.00
Crash Live,96.00,96.00
Cursed Castle,96.00,96.00
Dragon Pearls,96.00,96.00
Fruit Heaven Hold and Win,96.00,96.00
Gold Gold Gold 5000,96.00,96.00
Gold Fever,96.00,96.00
Gold Gold Gold,96.00,96.00
Gold of Minos,96.00,96.00
Joker Queen,96.00,96.00
Lucky New Year,96.00,96.00
Mega Diamonds Hunt,96.00,96.00
Massive Luck,96.00,96.00
Money Cart 3,96.00,96.00
Money Mouse,96.00,96.00
Wild Bullets,96.00,96.00
Wolf Power Megaways,96.00,96.00
Wushu Punch,95.99,95.99
Wild Double Up,95.97,95.97
Buffalo Blitz™,95.96,95.96
Buffalo Blitz Live Slots,95.96,95.96
Electric Elements,95.96,95.96
Epic Ape,95.96,95.96
Giza Nights: Hold & Win,95.96,95.96
Mega Fire Blaze: Wild Pistolero,95.96,95.96
Thunder Mega Sevens,95.96,95.96
Ultra Hot Sevens,95.94,95.94
Lucky Oasis,95.90,95.90
3 Coins,95.84,95.84
3 Coins: Egypt,95.82,95.82
3 Pots of Egypt,95.82,95.82
Aztec Pyramid,95.82,95.82
Bang Bang Reloaded,95.80,95.80
Eggs of Gold,95.80,95.80
Dog Heist Shift N Win,95.78,95.78
Magic Apple,95.78,95.78
Supercharged Clovers: Hold and Win,95.78,95.78
Sword King,95.78,95.78
3 Carts of Gold: Hold and Win,95.76,95.76
3 Pots Riches: Hold and Win,95.76,95.76
3 Pots Riches Extra: Hold and Win,95.76,95.76
Empire Gold: Hold and Win,95.76,95.76
Coin UP: Hot Fire,95.75,95.75
Energy Joker: Hold and Win,95.74,95.74
Lucky Emeralds,95.74,95.74
Luxor Gold: Hold & Win,95.74,95.76
Merry Giftmas: Hold and Win,95.74,95.74
Power Crown: Hold and Win,95.74,95.74
Slingo Deadliest Catch,95.74,95.74
Sky Pearls,95.72,95.72
15 Dragon Pearls,95.71,95.71
Grab the Gold!,95.71,95.71
Fire Temple: Hold and Win,95.70,95.70
Grab more Gold!,95.70,95.70
Serpent Gold Coins,95.70,95.70
Wild West Buffalo Blast,95.70,95.70
Rio Gems,95.69,95.69
Arriba Heat Megaways,95.68,95.68
Clover Charm: Hit the Bonus,95.66,95.66
Coin Volcano,95.66,95.66
Hit the Gold!,95.66,95.66
Jingle Coins: Hold and Win,95.66,95.66
Wolf Land: Hold and Win,95.66,95.66
Fire Coins: Hold and Win,95.64,95.64
Sun of Egypt 2,95.64,95.64
Hot To Burn Extreme,95.63,96.65
Royal Joker: Hold and Win,95.62,95.62
Yo-Ho Gold!,95.62,95.62
Boom! Boom! Gold!,95.61,95.61
Arizona Heist: Hold and Win,95.60,95.60
Chief Hawk's Spirit Walk,95.60,95.60
Crystal Scarabs,95.60,95.60
Diamond Fortunator: Hold and Win,95.60,95.60
Jam Bonanza,95.60,95.60
Payday Pig,95.60,95.60
Pearl Diver,95.60,95.60
Smoking Pistols,95.60,95.60
3 Hot Chillies,95.59,95.59
Lion Coins,95.59,95.59
More Magic Apple,95.57,95.57
Tiger Gems,95.57,95.57
Fashion TV Mega Party,95.56,95.56
Lion Gems: Hold & Win,95.55,95.55
Ruby Hit: Hold and Win,95.55,95.55
Aztec Fire 2,95.54,95.54
Black Wolf 2,95.54,95.54
Black Wolf,95.54,95.54
Caishen Wealth,95.53,95.53
Magic Apple 2,95.53,95.53
Sunlight Princess: Hold & Win,95.52,95.52
Slingo Berserk,95.51,95.51
Triple Jokers,95.51,96.47
Aztec Fire,95.50,95.50
Bomb Bonanza,95.50,96.46
Buffalo Hold and Win Extreme,95.50,95.50
Bounty Gold,95.50,96.50
Caishen's Cash,95.50,96.50
Diamond Hits,95.50,95.50
Gold Hit: Dragon Bonanza,95.50,95.50
Jester's Riches,95.50,95.50
Mysteries of Egypt,95.50,95.50
Olaf Viking,95.50,95.50
Piggy Bank Run - Shriek Streak,95.50,95.50
The Magic Cauldron,95.50,96.44
Ultimate Hold 'N' Win,95.50,95.50
Empty the Bank,95.48,96.48
Flaming Chillies,95.48,95.48
Great Rhino,95.48,95.48
Sun of Egypt 4 Hold & Win,95.47,95.47
Sweet Bonanza Jackpot Play,95.45,95.45
Buffalo Power 2: Hold and Win,95.44,95.44
Red Hot Slingo,95.44,96.33
Mechanical Clover,95.42,95.42
Mega Fire Blaze: Big Circus!,95.42,96.37
Scarab Riches,95.30,95.30
Stampede Bonanza,95.30,95.30
Flame Dancer,95.29,95.29
Western Wilds Hold & Win,95.27,95.27
God Of Wealth: Hold And Win,95.24,95.24
Hit the Bank: Hold & Win,95.21,95.21
Wild Spells,95.17,96.40
Eagle Strike Lucky Cache Hold and Win,95.16,95.16
Book of Ra Deluxe Play Feature,95.10,95.10
Tiger's Gold,95.10,95.10
Year Of The Dragon King,95.08,95.08
Eagle Power: Hold and Win,95.06,95.06
Buffalo Power Hold & Win,95.04,95.04
Wolf Power: Hold and Win,95.04,95.04
Avalon: The Lost Kingdom,95.00,95.00
Buddha Fortune,95.00,95.67
Moleionaire,95.00,95.00
Slingo XXXtreme,95.00,95.00
Sun of Egypt,95.00,95.00
Super Marble,95.00,95.00
Catch the Gold Hold and Win,94.98,94.98
Monster Disco XtraHold,94.97,94.97
Aloha King Elvis!,94.92,94.92
Volatile Vikings 2,94.80,94.80
Slingo Day of the Dab,94.73,94.73
Dragon Hot Hold & Spin,94.65,96.70
Hot to Burn Hold and Spin,94.65,94.65
Little Gem Hold and Spin,94.62,96.70
Dragon Gold 88,94.60,94.60
Emerald King Rainbow Road,94.60,96.71
Rainbow Gold,94.57,96.63
Tic Tac Take,94.57,96.63
Angel vs Sinner,94.55,96.56
Chicken Chase,94.55,96.48
The Dog House Megaways Jackpot Play,94.55,94.55
Tiki Hut Megaways Jackpot Play,94.55,94.55
Wild Celebrity Bus Megaways,94.55,96.52
Gem Elevator,94.54,96.53
Great Rhino Deluxe,94.54,96.54
Greedy Wolf,94.54,96.48
Wolf Gold Ultimate,94.53,96.57
Lucky Lightning,94.52,96.48
Himalayan Wild,94.51,96.51
Hot To Burn Multiplier,94.51,96.51
Sweet Bonanza 1000,94.51,94.51
Win-O-Mart,94.51,96.20
Barnyard Megahays Megaways,94.50,96.50
Candy Corner,94.50,96.50
Cowboys Gold,94.50,96.50
Down the Rails,94.50,96.51
Egg Rush Jackpot Play,94.50,94.50
Fishin Reels,94.50,96.50
Gates of Olympus 1000,94.50,96.50
Gold Rush,94.50,96.50
Heart of Cleopatra,94.50,94.50
John Hunter and the Book of Tut Jackpot Play,94.50,94.50
Piggy Bank Bills,94.50,94.50
Release the Kraken 2,94.50,96.50
Sugar Rush,94.50,96.50
The Ultimate 5,94.50,96.50
Timber Stacks,94.50,96.50
Towering Fortunes,94.50,96.50
Pirate Gold Deluxe,94.48,96.48
Chests of Cai Shen,94.47,96.47
Payday Express,94.46,94.46
Diamonds,94.45,94.45
Giga Match Sugar Skull,94.36,96.32
Fire Hot 20 Jackpot Play,94.33,94.33
Striking Hot 5 Jackpot Play,94.32,96.29
Drunken Sailors,94.30,96.14
Fire Hot 100,94.30,96.43
High Harvest,94.29,94.29
Jin Chan's Pond of Riches,94.27,94.27
Crown of Fire Jackpot Play,94.21,96.36
Gold Pigger,94.20,96.10
Jokers Invasion,94.20,94.20
Gemhalla,94.14,97.17
Gods of Glory,94.13,96.08
Emberfall,94.10,96.10
Wild Wild Bananas,94.10,96.10
Rocket Blast Megaways,94.09,96.01
Snakes & Ladders - Snake Eyes,94.08,96.08
Candy Monsta,94.06,94.06
Cyclops Smash,94.06,96.06
Sticky Bees,94.06,96.06
The Knight King,94.06,96.05
Big Bass Amazon Xtreme,94.05,94.05
Aztec Treasure Hunt,94.04,96.03
Blade & Fangs,94.03,96.05
Candy Blitz,94.03,96.08
Ice Lobster,94.03,94.03
Lobster Bob's Crazy Crab Shack,94.03,96.03
Sky Bounty,94.03,94.03
The Wild Gang,94.03,96.20
8 Golden Dragon Challenge,94.02,96.02
Slingo Space Invaders,94.02,94.02
Wheel O’Gold,94.02,96.02
Fat Panda,94.01,96.07
4 Fantastic Fish,94.00,96.00
4 Fantastic Lobsters,94.00,94.00
Ebisu God of Fish,94.00,96.03
Elvis Frog In Vegas,94.00,96.00
Farming Frenzy,94.00,96.35
Feather Fury,94.00,96.10
Fire Stampede,94.00,96.00
Four Lucky Diamonds,94.00,94.00
Gravity Bonanza,94.00,96.09
I Hate Fairytales,94.00,94.00
Jackpot Hunter,94.00,96.00
Leprechaun Charms Hold & Win,94.00,96.16
Rise of Pyramids,94.00,95.97
Safari Sun,94.00,96.03
Vampy Party,94.00,96.00
Vegas Branded Hold & Win,94.00,94.00
Hellcatraz 2,93.99,93.99
Heroic Spins,93.99,96.07
Diamond Cascade,93.98,96.06
Lucky Fruit Spins,93.98,93.98
Wild Samba,93.96,93.96
Wild Wild Riches Megaways,93.93,96.02
Ace Ventura Pet Detective,93.90,96.18
Fire Lightning,93.90,93.90
Mega Fire Blaze: 3 Wizards,93.80,95.96
3 Crazy Tikis,93.00,93.00
3 Lucky Minecarts Hold and Win,93.00,93.00
Sherwood Coins: Hold and Win,93.00,93.00
Oink Oink Oink,91.91,95.91
Queen of the Forest,91.72,95.89
3 Porky Banks Hold and Win,91.00,95.00
Apex Strike Megaways,91.00,96.00
Gods of Olympus III Megaways,91.00,91.00
Gods of Olympus IV,91.00,95.00
Lucky Cauldron,91.00,95.11
Red Zone Blitz,91.00,95.00
Spin a Win,90.67,97.22
Phoenix Paradise,90.11,90.11
Da Vinci's Treasure,90.04,96.53
Heart of Rio,90.02,96.50
Slot Machine,90.00,90.00
Wild Wild Riches,90.00,96.77
Starlight Princess Jackpot Play,89.51,89.51
Golden Dragon Wealth,89.12,96.29
Wet and Wild Beavers,89.07,96.07
Dark Wolf,88.69,88.69
Mad Hit Supernova,88.33,96.30
Eagle Strike,88.20,96.17
Fruity Megaways,88.00,96.06
5 Sevens Hold & Win,86.00,96.10
Riches of Olympus,86.00,94.00
Seven Seven Pots and Pearls,85.38,85.38
Big Bass Bonanza Jackpot Play,0.00,0.00
Buffalo Riches,0.00,0.00
Disco Zu,0.00,0.00
HelloMillions Jackpot Hold and Win,0.00,0.00
Rainbow Mania,0.00,0.00
Super Hot Chilli,0.00,0.00
The Great Vegas Heist,0.00,0.00
Waikiki Hold and Win,0.00,0.00
