Game,Min RTP %,Max RTP %
Gates of Valhalla,96.46,96.60
Leprechaun Song,96.46,96.46
Master Joker,96.46,96.46
Drill That Gold,96.45,96.49
Heroes' Gathering,96.45,96.45
Quest West,96.45,96.45
Thunder of Olympus,96.45,96.45
Egyptian Sun,96.44,96.44
Hex,96.43,96.43
Amazing Money Machine,96.42,96.42
Better Wilds™,96.42,96.42
Extra Juicy Megaways,96.42,96.48
Stampede Rush Speedy Santa,96.41,96.41
Stampede Rush Wicked,96.41,96.41
Wild West Gold Megaways,96.41,96.45
Cluster Tumble,96.40,96.40
Sword of Ares,96.40,96.40
Dr. Frankenstein,96.39,96.39
Lucky Larry’s Lobstermania Slingo,96.38,96.38
Go High Gallina,96.37,96.37
Crystal Golem,96.36,96.36
Queen of Gods,96.36,96.38
Vegas Gold,96.36,96.36
Shining Hot 5,96.33,96.33
Shining Hot 5 Jackpot Play,96.33,96.33
Sevens and Fruits,96.31,96.31
Immortal Ways Spooktacular,96.30,96.30
Immortal Ways 88 Charms,96.29,96.29
Immortal Ways Buffalo,96.29,96.29
Immortal Ways Buffalo SE,96.29,96.29
Immortal Ways Diamonds,96.29,96.29
Immortal Ways Pinata,96.29,96.29
Platinum Lightning Deluxe,96.29,96.29
Ten Ton Ways Goldfish,96.29,96.29
Immortal Ways Champions,96.28,96.28
Immortal Ways Lady Moon,96.28,96.28
Immortal Ways Sweet Coin,96.28,96.28
The Dragon Tiger,96.27,96.27
777 Sizzling Wins: 5 Lines,96.21,96.21
Iron Bank,96.20,96.20
Neon Dreams,96.20,96.20
Trout's Treasure - Wild Rivers,96.20,96.20
Fruit Smash,96.19,96.19
Mega Heist,96.19,96.50
Midnight Marauder,96.19,96.19
StarSpell,96.17,96.17
Wild Gladiator,96.17,96.17
Blender Blitz,96.16,96.16
Bounty Showdown,96.16,96.16
Lucky Dama Muerta,96.16,96.16
Sands of Eternity,96.16,96.16
Vulcan's Gold,96.16,96.16
Europe Transit,96.15,96.15
Esqueleto Explosivo 2- Reborn,96.13,96.13
Hot Mania,96.13,96.13
Miss Cherry Fruits,96.13,96.13
Banana Town,96.12,96.12
Cycle of Luck,96.12,96.12
Green Hat Magic,96.12,96.12
TNT Tumble,96.11,96.11
Catch The Wind,96.10,96.10
Gem Rush,96.10,96.80
Hot Triple Sevens,96.10,96.10
Money Train 3,96.10,96.50
Torii Tumble,96.10,96.50
Wild Chapo 2,96.10,96.50
Wildfire,96.10,96.10
Wins Of Nautilus Megaways,96.10,96.10
Money Jar,96.09,96.09
The Greatest Catch,96.09,96.09
Wild Hike,96.09,96.54
Club Tropicana,96.08,96.08
Cowboy Coins,96.08,96.08
Thunder Wheel,96.08,96.08
Xmas Spark,96.08,96.08
Big Bass - Hold & Spinner,96.07,96.09
Gift Rush,96.07,96.07
Buffalo King,96.06,96.06
Northern Temple,96.06,96.06
Wolf Saga,96.06,96.06
Hot Triple Sevens Special,96.05,96.05
African Elephant,96.04,96.04
Candy Jar Clusters,96.04,96.08
Slingo Fire and Ice,96.04,96.04
Mega Greatest Catch,96.03,96.03
Wild Bison Charge,96.03,96.04
Bull's Club,96.02,96.02
Hot Volcano,96.01,96.01
Inner Fire,96.01,96.01
Lucky Porker,96.01,96.01
Wolf Gold,96.01,96.01
21 Thor Lightning Ways,96.00,96.00
3 Dancing Monkeys,96.00,96.00
777 Coins,96.00,96.00
Aztec Magic Bonanza,96.00,96.00
Beellionaires,96.00,96.00
Bonanza Billion,96.00,96.00
Candy Dreams Sweet Planet,96.00,96.08
Coin Forge,96.00,96.00
Crash Live,96.00,96.00
Dragon Pearls,96.00,96.00
Hot Rod Racers,96.00,96.00
Lucky Farm Bonanza,96.00,96.00
Lucky New Year,96.00,96.00
Money Cart 3,96.00,96.00
Money Mouse,96.00,96.00
Scarab Boost,96.00,96.00
Young Wolf Song,96.00,96.00
7 Piggies,95.99,95.99
Wushu Punch,95.99,95.99
Fury of Odin Megaways,95.97,96.02
Buffalo Blitz Live Slots,95.96,95.96
Buffalo Blitz™,95.96,95.96
Epic Ape,95.96,95.96
Giza Nights: Hold & Win,95.96,95.96
Mega Fire Blaze: Wild Pistolero,95.96,95.96
Thunder Mega Sevens,95.96,95.96
Jelly Valley,95.95,95.95
Pearl Ocean: Hold and Win,95.95,95.95
Buffalo Hold And Win,95.91,95.91
Piggy Gold,95.86,95.86
Tiger Jungle,95.86,95.86
3 Coins,95.84,95.84
Legend of Cleopatra Megaways,95.84,95.84
3 Coins: Egypt,95.82,95.82
3 Pots of Egypt,95.82,95.82
Power of Thor Megaways,95.81,95.81
Spin & Score Megaways,95.81,96.97
Eggs of Gold,95.80,95.80
Lotus Charm: Hold & Win,95.78,95.78
Magic Apple,95.78,95.78
Tiger Stone,95.78,95.78
Queen of the Sun: Hold & Win,95.77,95.77
888 Dragons,95.76,95.76
Book of Sun - Choice,95.76,97.74
Energy Coins: Hold and Win,95.74,95.74
Lucky Emeralds,95.74,95.74
Luxor Gold: Hold & Win,95.74,95.76
Merry Giftmas: Hold and Win,95.74,95.74
Slingo Deadliest Catch,95.74,95.74
Grab the Gold!,95.71,95.71
Fire Temple: Hold and Win,95.70,95.70
Grab more Gold!,95.70,95.70
Wukong,95.70,95.70
Little Farm,95.69,95.69
Rio Gems,95.69,95.69
Wolf Night,95.69,95.69
Arriba Heat Megaways,95.68,95.68
Coin Strike: Hold & Win,95.66,95.66
Coin Volcano,95.66,95.66
Diamonds Power: Hold and Win,95.66,95.66
Hit the Gold!,95.66,95.66
Jingle Coins: Hold and Win,95.66,95.66
Pirate Chest: Hold & Win,95.66,95.66
Wolf Land: Hold and Win,95.66,95.66
Book of Wizard: Crystal Chance,95.65,95.65
Crown and Diamonds: Hold and Win,95.64,95.64
Fire Coins: Hold and Win,95.64,95.64
Gold Express,95.64,96.00
Royal Coins 2: Hold and Win,95.64,95.64
Royal Coins: Hold & Win,95.64,95.64
Royal Fortunator: Hold and Win,95.64,95.64
Sun of Egypt 2,95.64,95.64
Book of Wizard,95.63,95.63
Hot To Burn Extreme,95.63,96.65
Royal Joker: Hold and Win,95.62,95.62
Sun of Egypt 3,95.61,95.61
Crystal Scarabs,95.60,95.60
Diamond Fortunator: Hold and Win,95.60,95.60
Legendary Diamonds,95.60,95.60
Space Cows To The Moo'n,95.60,95.60
3 Hot Chillies,95.59,95.59
Gold Nuggets,95.58,95.58
Magic Ball Multichance,95.58,95.58
Tiger Gems,95.57,95.57
Fashion TV Mega Party,95.56,95.56
Lion Gems: Hold & Win,95.55,95.55
Ruby Hit: Hold and Win,95.55,95.55
Octobeer Fortunes,95.54,96.53
Caishen Wealth,95.53,95.53
Magic Apple 2,95.53,95.53
Candy Boom,95.52,95.52
Diamond Wins: Hold and Win,95.52,95.52
5 Lions,95.51,95.51
Fortune of Giza,95.51,96.51
Slingo Berserk,95.51,95.51
Triple Jokers,95.51,96.47
Bomb Bonanza,95.50,96.46
Bounty Gold,95.50,96.50
Caishen's Cash,95.50,96.50
Gold Hit: Dragon Bonanza,95.50,95.50
Mysteries of Egypt,95.50,95.50
Super Rich God,95.50,95.50
The Great Chicken Escape,95.50,95.50
The Magic Cauldron,95.50,96.44
Mighty Gorilla,95.49,95.49
Empty the Bank,95.48,96.48
Great Rhino,95.48,95.48
Fire 88,95.47,95.47
Sweet Bonanza,95.45,96.51
Sweet Bonanza Jackpot Play,95.45,95.45
Buffalo Power 2: Hold and Win,95.44,95.44
Slingo Redhot,95.44,96.33
Mechanical Clover,95.42,95.42
Mega Fire Blaze: Big Circus!,95.42,96.37
Secret Book of Amun-Ra,95.40,95.40
The Wild Wings of Phoenix,95.40,95.40
Aztec Sun,95.33,95.33
Scarab Riches,95.30,95.30
Pirate Golden Age,95.29,96.49
Hit the Bank: Hold & Win,95.21,95.21
Billy Bob Boom,95.20,95.20
Golden Scrolls,95.20,95.20
Great Panda,95.20,95.20
Let It Spin,95.20,95.20
Wild Spells,95.17,96.40
Cash Pig,95.11,95.11
Book of Ra Deluxe Play Feature,95.10,95.10
Mammoth Peak: Hold and Win,95.10,95.10
Tiger's Gold,95.10,95.10
Eagle Power: Hold and Win,95.06,95.06
Buffalo Power Christmas,95.04,95.04
Buffalo Power Hold & Win,95.04,95.04
Santa's Great Gifts,95.04,95.04
Wolf Power: Hold and Win,95.04,95.04
Hot Pepper,95.02,95.02
Pepper Mania,95.02,95.02
Buddha Fortune,95.00,95.67
Moleionaire,95.00,95.00
Scarab Temple,95.00,95.00
Slingo XXXtreme,95.00,95.00
Super Marble,95.00,95.00
Aloha King Elvis!,94.92,94.92
Temple Tumble 2,94.80,94.80
Volatile Vikings 2,94.80,94.80
Slingo Day of the Dab,94.73,94.73
Great Rhino Megaways,94.69,94.69
Dragon Hot Hold & Spin,94.65,96.70
Hot to Burn Hold and Spin,94.65,94.65
Big Bass Hold & Spinner Megaways,94.62,96.70
Little Gem Hold and Spin,94.62,96.70
Lucky Grace And Charm,94.62,96.71
Big Bass Christmas Bash,94.60,96.71
Emerald King Rainbow Road,94.60,96.71
Rainbow Gold,94.57,96.63
Tic Tac Take,94.57,96.63
The Dog House Megaways Jackpot Play,94.55,94.55
Wild Celebrity Bus Megaways,94.55,96.52
5 Lions Megaways,94.54,96.50
Great Rhino Deluxe,94.54,96.54
Greedy Wolf,94.54,96.48
Chicken Drop,94.53,96.50
Wild West Gold,94.53,96.51
Wolf Gold Ultimate,94.53,96.57
Lucky Lightning,94.52,96.48
Himalayan Wild,94.51,96.51
Phoenix Forge,94.51,96.51
Sweet Bonanza 1000,94.51,94.51
The Hand of Midas,94.51,96.54
Aztec Blaze,94.50,96.50
Book of Fallen,94.50,96.50
Candy Corner,94.50,96.50
Cleocatra,94.50,96.20
Congo Cash,94.50,96.51
Cowboys Gold,94.50,96.50
Down the Rails,94.50,96.51
Eye of Cleopatra,94.50,96.50
Gates of Olympus 1000,94.50,96.50
Gold Rush,94.50,96.50
Gorilla Mayhem,94.50,96.50
John Hunter and the Book of Tut Jackpot Play,94.50,94.50
Mochimon,94.50,94.50
Release the Kraken 2,94.50,96.50
Rock Vegas,94.50,96.64
Shield Of Sparta,94.50,94.50
Starlight Christmas,94.50,94.50
Sugar Rush,94.50,96.50
The Ultimate 5,94.50,96.50
Timber Stacks,94.50,96.50
Zombie Carnival,94.50,96.50
Big Bass Bonanza Jackpot Play,94.50,96.71
Pirate Gold Deluxe,94.48,96.48
Chests of Cai Shen,94.47,96.47
Rise of Giza PowerNudge,94.47,96.49
Fruit Party 2,94.46,96.53
Vampires vs Wolves,94.45,96.49
Wild Hop & Drop,94.44,94.44
Coin Quest,94.36,96.12
Goblin Heist Powernudge,94.34,96.47
Fire Hot 20,94.33,94.33
Candy Stars,94.31,96.47
Fire Hot 100,94.30,96.43
Cloud Corsairs,94.24,96.34
Crown of Fire,94.21,94.21
Frozen Tropics,94.14,96.15
Emberfall,94.10,96.10
Fish Eye,94.10,96.07
Rocket Blast Megaways,94.09,96.01
Wisdom of Athena,94.09,94.09
Fire Archer,94.08,96.07
Kingdom of the Dead,94.08,96.07
Muertos Multiplier Megaways,94.08,94.08
Power of Merlin Megaways,94.08,96.08
Snakes & Ladders - Snake Eyes,94.08,96.08
Country Farming,94.07,96.07
Floating Dragon - Dragon Boat Festival,94.07,96.09
Heist for the Golden Nuggets,94.07,96.00
Rabbit Garden,94.07,96.05
Cyclops Smash,94.06,96.06
Juicy Fruits Multihold,94.06,96.04
Sticky Bees,94.06,96.06
The Dog House Multihold,94.06,96.06
The Knight King,94.06,96.05
Tundra's Fortune,94.06,96.04
3 Buzzing Wilds,94.05,96.03
Big Bass Amazon Xtreme,94.05,94.05
Zeus vs Hades - Gods of War,94.05,96.07
Nile Fortune,94.04,96.03
Pub Kings,94.04,96.08
Candy Blitz,94.03,96.08
Ding Dong Christmas Bells,94.03,96.05
Lobster Bob's Crazy Crab Shack,94.03,96.03
8 Golden Dragon Challenge,94.02,96.02
Infective Wild,94.02,94.02
Lamp Of Infinity,94.02,96.07
PIZZA! PIZZA? PIZZA!,94.02,96.04
Pirates Pub,94.02,96.03
Slingo Space Invaders,94.02,94.02
Spellbinding Mystery,94.02,96.04
Excalibur Unleashed,94.01,96.05
Fat Panda,94.01,96.07
Chase For Glory,94.00,96.00
Fire Stampede,94.00,96.00
Firebird Spirit,94.00,96.00
Gravity Bonanza,94.00,96.09
I Hate Fairytales,94.00,94.00
Mystery of the Orient,94.00,96.00
Peak Power,94.00,96.02
Rainbow Reels,94.00,94.00
Viking Forge,94.00,96.05
Wild West Duels,94.00,96.00
Hellcatraz 2,93.99,93.99
Diamond Cascade,93.98,96.06
Piggy Bankers,93.98,96.05
Wild Wild Riches Megaways,93.93,96.02
Mega Fire Blaze: 3 Wizards,93.80,95.96
Pine of Plinko,93.48,93.48
Sherwood Coins: Hold and Win,93.00,93.00
Mega Fruit 20,92.02,92.02
Santa,92.00,92.00
Oink Oink Oink,91.91,95.91
Lure of Fortune,91.39,96.10
Spin a Win,90.67,97.22
Phoenix Paradise,90.11,90.11
Da Vinci's Treasure,90.04,96.53
Slot Machine,90.00,90.00
Wild Wild Riches,90.00,96.77
Starlight Princess Jackpot Play,89.51,89.51
Wet and Wild Beavers,89.07,96.07
Aztec Clusters,89.00,97.00
Dragoness,88.00,96.00
Riches of Olympus,86.00,94.00
Wild Coin,0.00,0.00
